epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
28,2697.9,1.54793,2.33209,1.92108,1.82618,0,0.52749,0.53249,0.51969,0.29076,0.52501,0.52013,0.50836,0.28671,1.64798,1.82825,1.94526,1.95429,0,0.00086635,0.00086635,0.00086635
29,2794.13,1.54052,2.32072,1.88169,1.81911,0,0.46489,0.54099,0.50085,0.28343,0.45931,0.52176,0.47958,0.2726,1.59383,1.81515,1.98993,1.9474,0,0.0008614,0.0008614,0.0008614
30,2890.09,1.51611,2.28083,1.85939,1.8056,0,0.50721,0.46208,0.50733,0.29089,0.52084,0.47418,0.50148,0.28093,1.62752,1.84172,1.95002,1.99221,0,0.00085645,0.00085645,0.00085645
31,2986.36,1.50643,2.29596,1.84149,1.78127,0,0.49246,0.53719,0.49843,0.29289,0.5091,0.49315,0.48479,0.28683,1.60654,1.7816,1.8712,1.91419,0,0.0008515,0.0008515,0.0008515
32,3082.69,1.4772,2.27505,1.80931,1.77659,0,0.58387,0.55476,0.52489,0.30982,0.5456,0.51026,0.48018,0.27621,1.57418,1.80067,1.83998,1.91572,0,0.00084655,0.00084655,0.00084655
33,3179.04,1.49709,2.27464,1.79618,1.77917,0,0.57354,0.48995,0.48433,0.26825,0.57882,0.48637,0.46918,0.26186,1.61996,1.80582,1.97182,1.9194,0,0.0008416,0.0008416,0.0008416
34,3275.13,1.47889,2.26435,1.78867,1.75247,0,0.5055,0.58047,0.5188,0.29669,0.60278,0.5193,0.53133,0.29831,1.63688,1.76967,1.80499,1.94907,0,0.00083665,0.00083665,0.00083665
35,3371.19,1.46027,2.2351,1.74848,1.73462,0,0.53374,0.58792,0.57029,0.33499,0.5359,0.58381,0.56058,0.32813,1.54941,1.71309,1.78532,1.87315,0,0.0008317,0.0008317,0.0008317
36,3467.12,1.44597,2.21768,1.77006,1.73331,0,0.56802,0.53731,0.53644,0.31197,0.60351,0.52483,0.54363,0.32067,1.52342,1.68108,1.86247,1.82468,0,0.00082675,0.00082675,0.00082675
37,3563.21,1.44424,2.21462,1.7398,1.72908,0,0.55851,0.56715,0.55119,0.33711,0.5897,0.5666,0.55653,0.33402,1.51211,1.69356,1.83654,1.8161,0,0.0008218,0.0008218,0.0008218
38,3659.34,1.43249,2.20724,1.71788,1.72231,0,0.64029,0.54784,0.56831,0.34742,0.66022,0.5567,0.57355,0.34022,1.55833,1.71414,1.69859,1.81605,0,0.00081685,0.00081685,0.00081685
39,3755.57,1.42587,2.17679,1.69378,1.7017,0,0.56823,0.59478,0.55406,0.32921,0.57651,0.60026,0.56469,0.33363,1.60095,1.71777,1.77186,1.90733,0,0.0008119,0.0008119,0.0008119
40,3851.44,1.42994,2.19721,1.69734,1.70783,0,0.61272,0.51321,0.53354,0.32586,0.61861,0.51153,0.54177,0.3188,1.49639,1.86704,1.85779,1.82006,0,0.00080695,0.00080695,0.00080695
41,3947.49,1.41474,2.18219,1.68961,1.70735,0,0.5927,0.57608,0.58032,0.35048,0.60522,0.57801,0.57688,0.35559,1.57102,1.66876,1.68362,1.86278,0,0.000802,0.000802,0.000802
42,4043.64,1.41072,2.18445,1.67713,1.69248,0,0.59413,0.54887,0.55931,0.35193,0.62371,0.55454,0.55913,0.34182,1.53106,1.73084,1.70475,1.85988,0,0.00079705,0.00079705,0.00079705
43,4139.74,1.39323,2.1682,1.64438,1.68142,0,0.62354,0.59065,0.56707,0.34949,0.66702,0.56734,0.56421,0.32974,1.51888,1.64342,1.7081,1.81273,0,0.0007921,0.0007921,0.0007921
44,4235.73,1.39283,2.16281,1.66202,1.67655,0,0.62743,0.56656,0.54561,0.34414,0.65782,0.55394,0.53483,0.31836,1.46113,1.7331,1.68396,1.77495,0,0.00078715,0.00078715,0.00078715
45,4331.66,1.371,2.11014,1.61477,1.65909,0,0.56946,0.55006,0.54661,0.34554,0.61378,0.5197,0.54061,0.33819,1.45403,1.69103,1.7139,1.75417,0,0.0007822,0.0007822,0.0007822
46,4427.62,1.36335,2.11269,1.61709,1.66028,0,0.59767,0.58797,0.57318,0.36913,0.59296,0.58233,0.56633,0.35351,1.50366,1.67885,1.61332,1.76307,0,0.00077725,0.00077725,0.00077725
47,4523.65,1.36741,2.12713,1.61034,1.661,0,0.58909,0.6201,0.60157,0.36649,0.60133,0.60295,0.58579,0.36351,1.41353,1.65943,1.62524,1.72512,0,0.0007723,0.0007723,0.0007723
48,4619.73,1.34005,2.10015,1.59303,1.63409,0,0.71376,0.54692,0.57575,0.36634,0.68295,0.53109,0.54765,0.33537,1.4369,1.69434,1.65766,1.71675,0,0.00076735,0.00076735,0.00076735
49,4715.8,1.33273,2.10638,1.5895,1.63534,0,0.57338,0.62792,0.59395,0.36844,0.63884,0.56276,0.57744,0.35176,1.46012,1.61494,1.68592,1.75174,0,0.0007624,0.0007624,0.0007624
50,4811.75,1.32157,2.08673,1.57151,1.61924,0,0.68569,0.56938,0.58175,0.37506,0.66737,0.56259,0.55781,0.35404,1.52011,1.67824,1.70382,1.75219,0,0.00075745,0.00075745,0.00075745
51,4907.72,1.3356,2.09075,1.58005,1.63635,0,0.75182,0.59188,0.62064,0.39679,0.74174,0.57371,0.60217,0.37735,1.42429,1.68748,1.68481,1.73149,0,0.0007525,0.0007525,0.0007525
52,5003.92,1.33878,2.09447,1.58209,1.62863,0,0.55035,0.61591,0.58086,0.36418,0.54009,0.60717,0.57117,0.34855,1.41803,1.65683,1.61124,1.67119,0,0.00074755,0.00074755,0.00074755
53,5100.15,1.33624,2.08385,1.57484,1.62296,0,0.67081,0.58577,0.61243,0.39521,0.6648,0.59002,0.5983,0.38545,1.41974,1.61645,1.56464,1.68371,0,0.0007426,0.0007426,0.0007426
54,5196.38,1.30829,2.01302,1.509,1.61131,0,0.59137,0.60656,0.5816,0.38405,0.59365,0.61215,0.58641,0.3671,1.32464,1.61036,1.68208,1.63925,0,0.00073765,0.00073765,0.00073765
55,5292.12,1.32181,2.03239,1.52484,1.61866,0,0.59814,0.61976,0.60344,0.39681,0.60211,0.60484,0.58615,0.37037,1.35491,1.63348,1.58632,1.62803,0,0.0007327,0.0007327,0.0007327
56,5387.92,1.29357,2.05532,1.50985,1.59293,0,0.68042,0.5923,0.59819,0.40093,0.71332,0.61219,0.60695,0.39013,1.34159,1.56758,1.58219,1.67271,0,0.00072775,0.00072775,0.00072775
57,5484.05,1.28578,2.0427,1.48715,1.58739,0,0.63925,0.62281,0.62244,0.40722,0.65706,0.60009,0.61824,0.39784,1.38466,1.63434,1.5123,1.65991,0,0.0007228,0.0007228,0.0007228
58,5580.31,1.2835,1.99706,1.4931,1.59234,0,0.63827,0.63591,0.62316,0.40588,0.62407,0.63276,0.60929,0.39076,1.36705,1.58291,1.52567,1.684,0,0.00071785,0.00071785,0.00071785
59,5676.4,1.3046,2.0419,1.50903,1.59563,0,0.72237,0.59515,0.63329,0.41409,0.72418,0.59783,0.62713,0.39068,1.36922,1.65144,1.49169,1.67394,0,0.0007129,0.0007129,0.0007129
60,5772.5,1.27431,2.045,1.47654,1.58044,0,0.66849,0.61525,0.61288,0.40843,0.63537,0.5993,0.60268,0.38495,1.32159,1.5796,1.53136,1.64883,0,0.00070795,0.00070795,0.00070795
61,5868.54,1.2719,2.03881,1.48057,1.57321,0,0.57968,0.64014,0.60616,0.40999,0.57452,0.62375,0.58773,0.37981,1.27591,1.57565,1.54838,1.56408,0,0.000703,0.000703,0.000703
62,5964.75,1.25828,1.99283,1.44832,1.57068,0,0.67672,0.62187,0.61632,0.41624,0.64574,0.60533,0.60394,0.39299,1.35847,1.63565,1.50834,1.61537,0,0.00069805,0.00069805,0.00069805
63,6061.08,1.27623,1.99349,1.46775,1.58277,0,0.66239,0.61721,0.63783,0.42975,0.67478,0.60835,0.63169,0.39971,1.30396,1.59359,1.52768,1.62802,0,0.0006931,0.0006931,0.0006931
64,6157.42,1.2669,1.97096,1.45289,1.56399,0,0.64654,0.63862,0.64501,0.42968,0.79225,0.56927,0.63399,0.41396,1.32497,1.589,1.49772,1.60943,0,0.00068815,0.00068815,0.00068815
65,6253.66,1.27461,1.99453,1.45818,1.57117,0,0.63148,0.66744,0.64951,0.42493,0.67956,0.61747,0.63351,0.40315,1.31927,1.6034,1.44708,1.60847,0,0.0006832,0.0006832,0.0006832
66,6349.65,1.24844,1.98407,1.43605,1.55614,0,0.54484,0.63898,0.6221,0.40543,0.52448,0.63417,0.5979,0.38276,1.32181,1.59362,1.53116,1.60813,0,0.00067825,0.00067825,0.00067825
67,6445.85,1.24346,1.95521,1.42758,1.55638,0,0.76352,0.60202,0.64449,0.43214,0.75561,0.59399,0.6357,0.41549,1.36985,1.57397,1.51168,1.70181,0,0.0006733,0.0006733,0.0006733
68,6542.05,1.23735,1.95816,1.43618,1.53895,0,0.62355,0.63893,0.644,0.44159,0.64095,0.62174,0.631,0.4115,1.25878,1.58627,1.45809,1.56843,0,0.00066835,0.00066835,0.00066835
69,6638.33,1.24831,1.96063,1.43886,1.54971,0,0.64094,0.61386,0.60732,0.40644,0.58543,0.61895,0.5955,0.38558,1.33564,1.57168,1.56898,1.60505,0,0.0006634,0.0006634,0.0006634
70,6734.44,1.23585,1.95654,1.41129,1.53574,0,0.63983,0.66315,0.63946,0.4365,0.61848,0.6585,0.6169,0.40822,1.32663,1.56285,1.42143,1.56199,0,0.00065845,0.00065845,0.00065845
71,6830.38,1.23574,1.95572,1.41173,1.53289,0,0.73262,0.61574,0.6518,0.44131,0.73017,0.61364,0.64281,0.41418,1.27166,1.56721,1.40316,1.53794,0,0.0006535,0.0006535,0.0006535
72,6926.35,1.22024,1.94587,1.39428,1.52828,0,0.70804,0.62594,0.65121,0.44369,0.68123,0.6181,0.63011,0.40686,1.26324,1.58153,1.4451,1.58382,0,0.00064855,0.00064855,0.00064855
73,7022.36,1.22299,1.92239,1.38907,1.53459,0,0.74896,0.62189,0.65371,0.44402,0.75209,0.59352,0.63102,0.40619,1.28686,1.64087,1.42078,1.58529,0,0.0006436,0.0006436,0.0006436
74,7118.47,1.21984,1.96784,1.4181,1.52452,0,0.7084,0.62354,0.65575,0.45524,0.64716,0.63787,0.64534,0.41476,1.2856,1.59172,1.43441,1.56292,0,0.00063865,0.00063865,0.00063865
75,7214.74,1.20033,1.90866,1.36755,1.52108,0,0.68072,0.65529,0.6628,0.46102,0.66063,0.65292,0.65292,0.42099,1.25584,1.58167,1.49036,1.54817,0,0.0006337,0.0006337,0.0006337
76,7310.82,1.20183,1.92272,1.3645,1.51202,0,0.7234,0.61467,0.64769,0.45331,0.71161,0.62301,0.63749,0.42198,1.2193,1.55096,1.46429,1.52592,0,0.00062875,0.00062875,0.00062875
77,7406.82,1.21195,1.94605,1.39443,1.5146,0,0.7937,0.60203,0.66996,0.46643,0.76623,0.59005,0.65664,0.42907,1.20514,1.58894,1.43852,1.54227,0,0.0006238,0.0006238,0.0006238
78,7502.91,1.18913,1.91693,1.3634,1.50331,0,0.64948,0.66062,0.65344,0.44934,0.66718,0.65472,0.64455,0.41533,1.21792,1.56031,1.37659,1.52255,0,0.00061885,0.00061885,0.00061885
79,7599.01,1.19937,1.91529,1.34813,1.51336,0,0.74859,0.63014,0.66604,0.46689,0.73537,0.63016,0.65158,0.4307,1.22601,1.61458,1.39095,1.53549,0,0.0006139,0.0006139,0.0006139
80,7695.22,1.19256,1.90286,1.34335,1.50753,0,0.6835,0.63861,0.65711,0.45105,0.6449,0.62855,0.63161,0.41309,1.22596,1.59823,1.42533,1.53299,0,0.00060895,0.00060895,0.00060895
81,7791.37,1.18464,1.88427,1.34376,1.49927,0,0.67942,0.63943,0.63992,0.44535,0.65693,0.64811,0.62455,0.40921,1.25756,1.60952,1.49135,1.56931,0,0.000604,0.000604,0.000604
82,7887.39,1.20128,1.92375,1.3724,1.50376,0,0.71792,0.62371,0.65119,0.46361,0.74334,0.6168,0.63779,0.4213,1.19533,1.58607,1.43846,1.49537,0,0.00059905,0.00059905,0.00059905
83,7983.34,1.16858,1.87232,1.31431,1.49431,0,0.69058,0.63681,0.67725,0.47562,0.66559,0.64313,0.65714,0.43272,1.19572,1.55783,1.37882,1.49017,0,0.0005941,0.0005941,0.0005941
84,8079.46,1.19527,1.8884,1.35093,1.49107,0,0.65257,0.68279,0.66383,0.472,0.62527,0.66612,0.65233,0.42694,1.18414,1.54213,1.36748,1.49051,0,0.00058915,0.00058915,0.00058915
85,8175.49,1.18949,1.90754,1.33294,1.49416,0,0.78636,0.65037,0.66199,0.46075,0.7668,0.63294,0.65415,0.43198,1.25046,1.58037,1.38411,1.54537,0,0.0005842,0.0005842,0.0005842
86,8271.55,1.17362,1.85973,1.30546,1.47346,0,0.78278,0.62811,0.67599,0.47147,0.77758,0.61582,0.66934,0.43806,1.24313,1.54159,1.33812,1.51318,0,0.00057925,0.00057925,0.00057925
87,8367.95,1.18034,1.88597,1.32029,1.49417,0,0.69862,0.63967,0.65488,0.46173,0.68184,0.63316,0.64842,0.43008,1.21608,1.55881,1.39686,1.50688,0,0.0005743,0.0005743,0.0005743
88,8464.14,1.16838,1.85021,1.30471,1.48023,0,0.76425,0.63619,0.65287,0.46549,0.72814,0.63208,0.64019,0.4223,1.17024,1.63521,1.41517,1.48957,0,0.00056935,0.00056935,0.00056935
89,8560.14,1.18007,1.88763,1.32083,1.48648,0,0.73004,0.6255,0.65599,0.46497,0.72745,0.62485,0.64869,0.42798,1.21664,1.57462,1.37203,1.52869,0,0.0005644,0.0005644,0.0005644
90,8656.15,1.16394,1.88095,1.30042,1.4742,0,0.69441,0.64494,0.67095,0.46983,0.76587,0.60719,0.66378,0.43616,1.20256,1.5535,1.37711,1.49523,0,0.00055945,0.00055945,0.00055945
91,8752.29,1.16529,1.85383,1.29181,1.47241,0,0.72409,0.65563,0.67397,0.48666,0.69912,0.63832,0.6567,0.45008,1.21078,1.5952,1.39785,1.49431,0,0.0005545,0.0005545,0.0005545
92,8848.51,1.15939,1.83287,1.28116,1.47727,0,0.71437,0.66745,0.68703,0.49317,0.70799,0.66965,0.68285,0.4569,1.15347,1.5425,1.3213,1.46143,0,0.00054955,0.00054955,0.00054955
93,8944.68,1.15851,1.86663,1.31266,1.46824,0,0.72369,0.65168,0.67541,0.49064,0.79639,0.60867,0.66793,0.45381,1.1707,1.56385,1.34401,1.46024,0,0.0005446,0.0005446,0.0005446
94,9040.73,1.15298,1.83476,1.29199,1.46973,0,0.69261,0.65286,0.67331,0.4784,0.65526,0.65154,0.65742,0.4449,1.21939,1.5631,1.35865,1.48156,0,0.00053965,0.00053965,0.00053965
95,9136.59,1.13635,1.80917,1.24986,1.4508,0,0.80124,0.6166,0.6726,0.49479,0.7102,0.63316,0.65757,0.44161,1.18161,1.56042,1.33447,1.45838,0,0.0005347,0.0005347,0.0005347
96,9232.39,1.13521,1.82013,1.25807,1.45796,0,0.7648,0.65153,0.6813,0.49384,0.74585,0.6389,0.66966,0.44279,1.16767,1.56392,1.34801,1.46122,0,0.00052975,0.00052975,0.00052975
97,9327.97,1.14104,1.8263,1.26328,1.45575,0,0.65087,0.66298,0.67743,0.48848,0.78143,0.57868,0.65315,0.45204,1.19719,1.55708,1.35141,1.4675,0,0.0005248,0.0005248,0.0005248
98,9423.51,1.15411,1.85244,1.28728,1.45529,0,0.74591,0.63758,0.66644,0.47625,0.75498,0.62794,0.66388,0.43923,1.19933,1.5753,1.33001,1.48236,0,0.00051985,0.00051985,0.00051985
99,9519.5,1.13442,1.82219,1.26365,1.45475,0,0.79435,0.61075,0.67215,0.48856,0.78286,0.60727,0.66493,0.44672,1.14708,1.55804,1.33189,1.43629,0,0.0005149,0.0005149,0.0005149
100,9615.86,1.1295,1.82053,1.24765,1.44655,0,0.76244,0.64982,0.69213,0.4965,0.74049,0.6388,0.67695,0.45645,1.14523,1.59862,1.32955,1.43864,0,0.00050995,0.00050995,0.00050995
101,9712.15,1.13388,1.82151,1.24284,1.44927,0,0.65826,0.65744,0.6778,0.48079,0.6811,0.63776,0.67044,0.44726,1.16572,1.57754,1.33064,1.47418,0,0.000505,0.000505,0.000505
102,9808.27,1.13056,1.79188,1.24597,1.45362,0,0.72017,0.65692,0.6787,0.48825,0.70922,0.64559,0.66474,0.45453,1.14565,1.54276,1.31856,1.44817,0,0.00050005,0.00050005,0.00050005
103,9904.43,1.12099,1.85021,1.23833,1.43894,0,0.77023,0.61928,0.65779,0.48327,0.75211,0.61827,0.65728,0.4446,1.17039,1.61607,1.39302,1.4508,0,0.0004951,0.0004951,0.0004951
104,10000.6,1.11607,1.77994,1.23255,1.4242,0,0.81986,0.63719,0.67824,0.49055,0.79776,0.6296,0.66439,0.44725,1.15127,1.59876,1.3461,1.45926,0,0.00049015,0.00049015,0.00049015
105,10096.5,1.11917,1.8215,1.21559,1.43504,0,0.77995,0.64717,0.68987,0.49554,0.79845,0.63049,0.67614,0.45106,1.15528,1.5277,1.3087,1.44762,0,0.0004852,0.0004852,0.0004852
106,10192.6,1.10561,1.78146,1.22549,1.42554,0,0.75229,0.65316,0.68558,0.49143,0.72756,0.63914,0.67415,0.45528,1.11834,1.52908,1.32301,1.43655,0,0.00048025,0.00048025,0.00048025
107,10288.8,1.10524,1.80359,1.21125,1.43039,0,0.68988,0.65286,0.67182,0.48763,0.67299,0.6611,0.66716,0.45519,1.14076,1.53996,1.33413,1.45618,0,0.0004753,0.0004753,0.0004753
108,10384.9,1.1084,1.79056,1.224,1.42998,0,0.80396,0.62382,0.67431,0.48825,0.77202,0.61722,0.66692,0.44846,1.14828,1.57097,1.34929,1.46782,0,0.00047035,0.00047035,0.00047035
109,10481,1.08219,1.75239,1.18647,1.41182,0,0.854,0.6023,0.67347,0.49606,0.72595,0.64133,0.67068,0.4544,1.12129,1.54382,1.35285,1.4558,0,0.0004654,0.0004654,0.0004654
110,10577.2,1.11043,1.78112,1.23084,1.43121,0,0.73596,0.65027,0.68243,0.50334,0.7465,0.65441,0.68354,0.46423,1.14954,1.51966,1.33607,1.44496,0,0.00046045,0.00046045,0.00046045
111,10673.3,1.10618,1.79866,1.217,1.41808,0,0.66565,0.68022,0.68267,0.50285,0.65025,0.66931,0.66569,0.45418,1.12297,1.56672,1.29304,1.41603,0,0.0004555,0.0004555,0.0004555
112,10769.6,1.09562,1.7745,1.19533,1.42168,0,0.73646,0.6434,0.68455,0.4955,0.69038,0.66295,0.68499,0.46075,1.15631,1.56154,1.29771,1.44039,0,0.00045055,0.00045055,0.00045055
113,10865.7,1.09199,1.76141,1.19103,1.4125,0,0.76843,0.63318,0.68138,0.49971,0.76838,0.63292,0.67863,0.45798,1.14155,1.55234,1.33638,1.41971,0,0.0004456,0.0004456,0.0004456
114,10961.8,1.08825,1.77747,1.19687,1.41584,0,0.77024,0.63991,0.68316,0.5092,0.76096,0.63542,0.67536,0.46478,1.10925,1.52712,1.30371,1.39475,0,0.00044065,0.00044065,0.00044065
115,11058.1,1.10007,1.76655,1.18844,1.43449,0,0.7629,0.64197,0.684,0.50474,0.73738,0.64061,0.67596,0.46194,1.09177,1.5633,1.31879,1.418,0,0.0004357,0.0004357,0.0004357
116,11154.2,1.08063,1.77665,1.19213,1.41042,0,0.7051,0.64845,0.67915,0.50106,0.7037,0.64596,0.6806,0.45896,1.12915,1.55561,1.31143,1.41678,0,0.00043075,0.00043075,0.00043075
117,11250.2,1.07379,1.75867,1.16418,1.39419,0,0.71836,0.65695,0.69384,0.50424,0.68492,0.65896,0.68286,0.46185,1.10771,1.52822,1.25791,1.41717,0,0.0004258,0.0004258,0.0004258
118,11346.1,1.08048,1.75244,1.16421,1.40863,0,0.7794,0.64742,0.69133,0.50474,0.68561,0.67842,0.679,0.45489,1.08859,1.54615,1.27254,1.39043,0,0.00042085,0.00042085,0.00042085
119,11442.3,1.06658,1.73689,1.15191,1.38899,0,0.73067,0.66023,0.68616,0.5086,0.7338,0.64864,0.67993,0.4569,1.10413,1.55642,1.24928,1.40143,0,0.0004159,0.0004159,0.0004159
120,11538.5,1.06276,1.75343,1.15664,1.39775,0,0.78127,0.63816,0.68952,0.49902,0.77354,0.64206,0.6815,0.45403,1.11142,1.53066,1.26098,1.42368,0,0.00041095,0.00041095,0.00041095
121,11634.3,1.08882,1.77259,1.18274,1.40704,0,0.82538,0.6105,0.69087,0.50738,0.79662,0.60822,0.67407,0.45937,1.11286,1.55878,1.28416,1.42873,0,0.000406,0.000406,0.000406
122,11730,1.07098,1.73526,1.16115,1.38865,0,0.73209,0.65253,0.69519,0.51505,0.7243,0.65339,0.69129,0.46691,1.11026,1.55002,1.28912,1.39856,0,0.00040105,0.00040105,0.00040105
123,11826,1.066,1.73075,1.1451,1.40023,0,0.78001,0.62185,0.67807,0.50151,0.77811,0.61739,0.67672,0.45626,1.10034,1.52561,1.31877,1.41167,0,0.0003961,0.0003961,0.0003961
124,11921.8,1.05644,1.72825,1.1319,1.38142,0,0.69971,0.66065,0.67469,0.4937,0.69041,0.65596,0.67507,0.45039,1.09675,1.52086,1.28545,1.41136,0,0.00039115,0.00039115,0.00039115
125,12017.9,1.05184,1.71401,1.12501,1.39354,0,0.70707,0.66,0.68934,0.50823,0.66211,0.67329,0.67804,0.45885,1.09555,1.54867,1.27819,1.40203,0,0.0003862,0.0003862,0.0003862
