epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
22,2945.62,1.54951,2.29966,2.0861,1.95085,0,0.48118,0.39585,0.41787,0.204,0.56171,0.38674,0.41716,0.21352,1.78779,2.0036,2.19658,2.17845,0,0.00089605,0.00089605,0.00089605
23,3079.64,1.54453,2.29268,2.09539,1.95271,0,0.43091,0.43237,0.43132,0.22691,0.49471,0.47996,0.46224,0.23529,1.79884,1.73493,2.03748,2.18738,0,0.0008911,0.0008911,0.0008911
24,3213.41,1.54923,2.28099,2.03739,1.94246,0,0.58566,0.47942,0.48707,0.23953,0.59507,0.49558,0.49296,0.25207,1.75143,1.72286,2.05092,2.14046,0,0.00088615,0.00088615,0.00088615
25,3345.22,1.51105,2.2715,1.99574,1.91842,0,0.45361,0.45508,0.4071,0.20679,0.47371,0.475,0.4277,0.21932,1.72666,1.78539,2.1361,2.11463,0,0.0008812,0.0008812,0.0008812
26,3478.92,1.51389,2.26783,2.00944,1.91923,0,0.45691,0.46296,0.46032,0.23793,0.45682,0.4879,0.45867,0.24523,1.7129,1.69897,1.94607,2.10982,0,0.00087625,0.00087625,0.00087625
27,3612.34,1.49258,2.22631,1.98722,1.89528,0,0.47656,0.51848,0.488,0.25777,0.65484,0.44226,0.51432,0.27135,1.74257,1.75806,1.97339,2.12032,0,0.0008713,0.0008713,0.0008713
28,3745.88,1.48578,2.17492,1.92057,1.89818,0,0.53077,0.54368,0.50904,0.26149,0.53664,0.5473,0.5106,0.26997,1.7029,1.8051,1.87966,2.09866,0,0.00086635,0.00086635,0.00086635
29,3877.98,1.45766,2.2103,1.94548,1.87761,0,0.50694,0.46483,0.4737,0.25803,0.53272,0.48774,0.48579,0.26903,1.60474,1.69085,1.9497,2.02507,0,0.0008614,0.0008614,0.0008614
30,4012.46,1.46317,2.17192,1.91901,1.88739,0,0.49625,0.43932,0.47431,0.24212,0.6099,0.44266,0.49767,0.27179,1.64124,1.88367,1.97049,2.05806,0,0.00085645,0.00085645,0.00085645
31,4146.35,1.44859,2.19734,1.92088,1.86515,0,0.54807,0.51672,0.51191,0.28324,0.53255,0.55778,0.54085,0.29519,1.63255,1.61981,1.8539,2.04132,0,0.0008515,0.0008515,0.0008515
32,4280.59,1.42458,2.16711,1.87906,1.85324,0,0.60341,0.51214,0.52441,0.28226,0.61449,0.51571,0.53767,0.2894,1.64296,1.65634,1.95833,2.04968,0,0.00084655,0.00084655,0.00084655
33,4412.06,1.4421,2.17469,1.86913,1.84311,0,0.65024,0.44371,0.48268,0.26619,0.68299,0.46583,0.51566,0.27915,1.63636,1.73004,1.93017,2.02005,0,0.0008416,0.0008416,0.0008416
34,4545.56,1.42893,2.18492,1.8476,1.84421,0,0.56135,0.53863,0.54223,0.31291,0.64172,0.49301,0.54157,0.31972,1.64549,1.66398,1.84852,2.01762,0,0.00083665,0.00083665,0.00083665
35,4679.36,1.42063,2.15451,1.81957,1.8335,0,0.55419,0.48477,0.50037,0.27405,0.56143,0.4947,0.49665,0.28643,1.52783,1.6385,1.82914,1.92921,0,0.0008317,0.0008317,0.0008317
36,4813.48,1.42958,2.11924,1.82076,1.841,0,0.51244,0.53558,0.49644,0.28017,0.5433,0.54873,0.51901,0.28168,1.62094,1.64145,1.88901,2.01252,0,0.00082675,0.00082675,0.00082675
37,4947.1,1.39935,2.15538,1.8096,1.81964,0,0.5896,0.54537,0.55594,0.31593,0.56653,0.51319,0.53787,0.30799,1.55282,1.63939,1.73844,1.95654,0,0.0008218,0.0008218,0.0008218
38,5079.23,1.38185,2.10491,1.76137,1.80004,0,0.64901,0.54133,0.5727,0.32939,0.68838,0.50043,0.55813,0.33828,1.61421,1.63585,1.75047,1.97286,0,0.00081685,0.00081685,0.00081685
39,5213.63,1.38117,2.1154,1.79558,1.79897,0,0.59076,0.50424,0.55075,0.31828,0.56245,0.52268,0.55908,0.32479,1.59302,1.57753,1.81988,2.00617,0,0.0008119,0.0008119,0.0008119
40,5347.49,1.37503,2.11469,1.78705,1.79793,0,0.67208,0.5374,0.54985,0.31284,0.64895,0.53829,0.56418,0.31744,1.58043,1.63409,1.78525,1.95728,0,0.00080695,0.00080695,0.00080695
41,5481.48,1.3641,2.06871,1.76164,1.79013,0,0.70723,0.4663,0.57112,0.33958,0.73673,0.47466,0.57811,0.33993,1.50429,1.63881,1.74668,1.92696,0,0.000802,0.000802,0.000802
42,5613.33,1.35442,2.08377,1.7426,1.77533,0,0.7644,0.42689,0.53695,0.32159,0.616,0.51153,0.55876,0.33186,1.51651,1.55,1.69076,1.91262,0,0.00079705,0.00079705,0.00079705
43,5747.09,1.35428,2.07184,1.73899,1.77559,0,0.5808,0.50798,0.54216,0.32839,0.61508,0.50796,0.56118,0.32381,1.50284,1.62289,1.72926,1.87244,0,0.0007921,0.0007921,0.0007921
44,5881.37,1.34889,2.03588,1.70792,1.76128,0,0.7119,0.51445,0.56744,0.32985,0.71255,0.53081,0.57641,0.33548,1.49097,1.61387,1.73341,1.89721,0,0.00078715,0.00078715,0.00078715
45,6014.88,1.33808,2.05304,1.68253,1.7575,0,0.56969,0.60471,0.58998,0.35312,0.57515,0.59216,0.59136,0.35676,1.48366,1.53445,1.65008,1.84035,0,0.0007822,0.0007822,0.0007822
46,6146.7,1.3312,2.02369,1.6896,1.75009,0,0.58331,0.54697,0.54186,0.32659,0.60258,0.5621,0.55244,0.33726,1.481,1.56434,1.6754,1.88107,0,0.00077725,0.00077725,0.00077725
47,6280.25,1.33675,2.04547,1.69014,1.75375,0,0.60338,0.59378,0.59942,0.36435,0.61189,0.5917,0.60229,0.35564,1.5101,1.56793,1.66406,1.87271,0,0.0007723,0.0007723,0.0007723
48,6414.78,1.31349,2.00948,1.66679,1.73812,0,0.66035,0.57596,0.57545,0.34658,0.66636,0.57915,0.59284,0.35415,1.50335,1.55775,1.69762,1.86872,0,0.00076735,0.00076735,0.00076735
49,6548.53,1.32452,1.99953,1.63855,1.73931,0,0.5193,0.61168,0.58372,0.34257,0.5511,0.61355,0.589,0.34935,1.51886,1.50278,1.63199,1.88736,0,0.0007624,0.0007624,0.0007624
50,6680.84,1.32001,2.01401,1.64539,1.74348,0,0.57055,0.54949,0.55746,0.33474,0.71423,0.50511,0.57647,0.3407,1.51773,1.63101,1.72135,1.85464,0,0.00075745,0.00075745,0.00075745
51,6813.86,1.31914,2.04499,1.6551,1.73817,0,0.61257,0.59032,0.6001,0.37304,0.61087,0.59263,0.60267,0.37213,1.48996,1.54428,1.61079,1.85808,0,0.0007525,0.0007525,0.0007525
52,6947.42,1.29432,1.96891,1.63807,1.72466,0,0.68443,0.52402,0.57655,0.36348,0.70827,0.54931,0.60224,0.35821,1.4454,1.5148,1.6902,1.83959,0,0.00074755,0.00074755,0.00074755
53,7081.05,1.295,1.9953,1.61262,1.71608,0,0.59764,0.57333,0.59485,0.36517,0.62009,0.55878,0.58825,0.35106,1.46548,1.52612,1.63835,1.86427,0,0.0007426,0.0007426,0.0007426
54,7215.08,1.29386,2.00561,1.60713,1.71448,0,0.72813,0.53608,0.60086,0.37054,0.7863,0.554,0.61271,0.36835,1.41137,1.51701,1.63787,1.80659,0,0.00073765,0.00073765,0.00073765
55,7346.76,1.28871,2.00589,1.6253,1.71706,0,0.68049,0.56521,0.59993,0.37037,0.66935,0.58075,0.6128,0.37527,1.40412,1.51322,1.56645,1.79521,0,0.0007327,0.0007327,0.0007327
56,7480.69,1.27516,1.9721,1.59657,1.70705,0,0.65642,0.56982,0.60675,0.36645,0.66598,0.5928,0.61053,0.37082,1.4732,1.49463,1.57468,1.83983,0,0.00072775,0.00072775,0.00072775
57,7614.65,1.26686,1.97406,1.58065,1.70112,0,0.64587,0.61342,0.60979,0.37006,0.62812,0.58729,0.5998,0.37146,1.40128,1.49877,1.58229,1.79794,0,0.0007228,0.0007228,0.0007228
58,7748.89,1.26758,1.92588,1.56365,1.69356,0,0.65507,0.57352,0.60046,0.36928,0.69828,0.56757,0.60016,0.36895,1.47468,1.50216,1.65102,1.84462,0,0.00071785,0.00071785,0.00071785
59,7880.78,1.27377,1.98021,1.59174,1.69994,0,0.64689,0.55612,0.56771,0.35725,0.66287,0.57159,0.5722,0.35504,1.42588,1.51647,1.68093,1.83312,0,0.0007129,0.0007129,0.0007129
60,8014.98,1.27395,1.94867,1.56796,1.69996,0,0.68508,0.57577,0.60492,0.39026,0.69628,0.59075,0.61158,0.37149,1.44898,1.47238,1.58753,1.81474,0,0.00070795,0.00070795,0.00070795
61,8149.11,1.25948,1.9551,1.56781,1.69033,0,0.71063,0.50831,0.58958,0.36325,0.71349,0.50676,0.59285,0.36557,1.41839,1.50452,1.60041,1.81399,0,0.000703,0.000703,0.000703
62,8283.43,1.26254,1.94249,1.5641,1.67566,0,0.698,0.55612,0.61533,0.38146,0.73382,0.54037,0.60559,0.37798,1.39542,1.47388,1.60088,1.78344,0,0.00069805,0.00069805,0.00069805
63,8415.92,1.25596,1.92293,1.54102,1.67714,0,0.66646,0.59982,0.6158,0.37568,0.65312,0.60359,0.61962,0.37775,1.42034,1.4656,1.53458,1.7951,0,0.0006931,0.0006931,0.0006931
64,8549.97,1.26116,1.93152,1.53363,1.67475,0,0.63202,0.5549,0.59986,0.36548,0.64776,0.56053,0.5983,0.36387,1.41542,1.48389,1.59264,1.79179,0,0.00068815,0.00068815,0.00068815
65,8683.83,1.25947,1.92323,1.54353,1.66979,0,0.65922,0.6167,0.63116,0.39156,0.69694,0.62443,0.64584,0.39025,1.39136,1.50147,1.5399,1.79998,0,0.0006832,0.0006832,0.0006832
66,8818.16,1.24979,1.9222,1.53124,1.66658,0,0.62904,0.614,0.61668,0.37854,0.64776,0.60698,0.61231,0.38637,1.42422,1.48883,1.57293,1.81263,0,0.00067825,0.00067825,0.00067825
67,8952.27,1.23503,1.92304,1.51754,1.6637,0,0.68892,0.58163,0.62604,0.37795,0.68893,0.582,0.62422,0.37862,1.40282,1.46804,1.57893,1.78845,0,0.0006733,0.0006733,0.0006733
68,9084.33,1.23241,1.91045,1.51848,1.6597,0,0.67758,0.56449,0.60655,0.37307,0.6726,0.592,0.61187,0.37302,1.41127,1.48103,1.60762,1.8049,0,0.00066835,0.00066835,0.00066835
69,9218.18,1.24217,1.90746,1.52103,1.65839,0,0.64045,0.61751,0.64632,0.41462,0.64581,0.61462,0.63434,0.39452,1.37004,1.47582,1.46397,1.75799,0,0.0006634,0.0006634,0.0006634
70,9352.31,1.22965,1.89972,1.49804,1.6537,0,0.68444,0.63966,0.64061,0.40454,0.68039,0.64519,0.63743,0.40266,1.34663,1.45656,1.49439,1.70745,0,0.00065845,0.00065845,0.00065845
71,9486.51,1.2269,1.91923,1.49096,1.6449,0,0.63709,0.63419,0.62305,0.38284,0.62458,0.63016,0.61572,0.38376,1.33842,1.53444,1.52258,1.74151,0,0.0006535,0.0006535,0.0006535
72,9618.61,1.22272,1.87368,1.50357,1.64543,0,0.62254,0.62016,0.62896,0.38271,0.66472,0.60372,0.61922,0.39279,1.37171,1.4443,1.54874,1.75467,0,0.00064855,0.00064855,0.00064855
73,9753.17,1.23354,1.90429,1.51291,1.66086,0,0.69203,0.60144,0.62649,0.40162,0.70866,0.60434,0.62586,0.39119,1.3641,1.46699,1.51622,1.72505,0,0.0006436,0.0006436,0.0006436
74,9887.36,1.21157,1.87948,1.47495,1.6423,0,0.63778,0.623,0.62359,0.39748,0.63761,0.62332,0.62002,0.39583,1.32243,1.44178,1.49753,1.71377,0,0.00063865,0.00063865,0.00063865
75,10021.7,1.20368,1.85612,1.46618,1.62621,0,0.63351,0.6288,0.62582,0.40271,0.69084,0.5967,0.61736,0.39592,1.35192,1.41332,1.5021,1.72425,0,0.0006337,0.0006337,0.0006337
76,10153.8,1.21926,1.88117,1.47259,1.64085,0,0.70933,0.57788,0.61932,0.39657,0.71119,0.58989,0.62149,0.39548,1.38212,1.43492,1.53243,1.75254,0,0.00062875,0.00062875,0.00062875
77,10288.3,1.21144,1.87747,1.4573,1.63268,0,0.65526,0.58877,0.62758,0.41025,0.65302,0.59408,0.61423,0.3986,1.33217,1.42724,1.45396,1.69309,0,0.0006238,0.0006238,0.0006238
78,10421.9,1.2127,1.8968,1.43986,1.62722,0,0.65181,0.62424,0.63467,0.41288,0.7518,0.55418,0.62267,0.39461,1.31465,1.44674,1.50999,1.73199,0,0.00061885,0.00061885,0.00061885
79,10555.6,1.21149,1.86725,1.45419,1.63317,0,0.78722,0.55391,0.629,0.40605,0.77972,0.55537,0.62691,0.39888,1.35007,1.44014,1.5329,1.72998,0,0.0006139,0.0006139,0.0006139
80,10688.9,1.20629,1.86617,1.47142,1.62816,0,0.73648,0.60648,0.64263,0.41474,0.72846,0.59279,0.63079,0.40693,1.35895,1.45091,1.48363,1.75526,0,0.00060895,0.00060895,0.00060895
81,10822.7,1.19524,1.86575,1.44009,1.62502,0,0.62225,0.61558,0.62475,0.39358,0.70869,0.56511,0.61389,0.38729,1.38724,1.42837,1.59097,1.76893,0,0.000604,0.000604,0.000604
82,10956.2,1.17037,1.80549,1.41507,1.60359,0,0.64204,0.66675,0.63403,0.41336,0.6419,0.64572,0.61075,0.40457,1.36355,1.42782,1.50468,1.7118,0,0.00059905,0.00059905,0.00059905
83,11089.6,1.18284,1.83777,1.42283,1.61364,0,0.63894,0.62105,0.63793,0.41979,0.73241,0.57709,0.62355,0.40641,1.35081,1.44832,1.52389,1.71836,0,0.0005941,0.0005941,0.0005941
84,11224.1,1.18899,1.86357,1.45592,1.62776,0,0.6838,0.61077,0.63012,0.41506,0.65384,0.60664,0.62504,0.40251,1.33859,1.4287,1.49168,1.73777,0,0.00058915,0.00058915,0.00058915
85,11355.5,1.1762,1.82748,1.41652,1.60411,0,0.70427,0.62503,0.64003,0.41905,0.68522,0.59978,0.61663,0.40461,1.30771,1.42395,1.48623,1.7203,0,0.0005842,0.0005842,0.0005842
86,11490.1,1.17823,1.82781,1.41397,1.6075,0,0.71321,0.60714,0.64158,0.41843,0.707,0.61,0.64121,0.41189,1.30319,1.43706,1.43366,1.70864,0,0.00057925,0.00057925,0.00057925
87,11624.6,1.1725,1.81545,1.41051,1.59752,0,0.68664,0.63478,0.63488,0.41563,0.68184,0.62775,0.61776,0.40285,1.31693,1.44501,1.46683,1.67542,0,0.0005743,0.0005743,0.0005743
88,11759,1.17255,1.84902,1.41425,1.59999,0,0.71919,0.60132,0.63705,0.41649,0.69694,0.59985,0.61771,0.39938,1.32961,1.42764,1.4676,1.73379,0,0.00056935,0.00056935,0.00056935
89,11890.5,1.18183,1.83696,1.41337,1.61509,0,0.62461,0.64415,0.61709,0.40767,0.62484,0.63632,0.61985,0.40149,1.34473,1.41479,1.4914,1.72769,0,0.0005644,0.0005644,0.0005644
90,12024.7,1.16071,1.80673,1.37661,1.57827,0,0.70709,0.64649,0.65028,0.42402,0.69397,0.63947,0.63532,0.40702,1.3261,1.41963,1.43791,1.72699,0,0.00055945,0.00055945,0.00055945
91,12158.8,1.17172,1.81545,1.3905,1.60035,0,0.70849,0.6236,0.64715,0.44003,0.64827,0.65858,0.65091,0.42623,1.30098,1.42027,1.43857,1.68376,0,0.0005545,0.0005545,0.0005545
92,12292.9,1.17386,1.83433,1.4146,1.6028,0,0.65909,0.62825,0.64292,0.43745,0.62677,0.63577,0.63601,0.41658,1.29549,1.39506,1.45956,1.6825,0,0.00054955,0.00054955,0.00054955
93,12424.1,1.167,1.83033,1.37075,1.59814,0,0.71349,0.62302,0.65027,0.44057,0.70501,0.61718,0.63953,0.42904,1.30474,1.39505,1.43479,1.69736,0,0.0005446,0.0005446,0.0005446
94,12558.4,1.16075,1.81284,1.37035,1.58679,0,0.67603,0.62778,0.65298,0.44254,0.69442,0.63154,0.6529,0.42331,1.3001,1.40273,1.43954,1.68592,0,0.00053965,0.00053965,0.00053965
95,12691.8,1.14507,1.77876,1.34367,1.57503,0,0.74629,0.6187,0.64602,0.4345,0.737,0.61432,0.63293,0.41723,1.30958,1.40466,1.44636,1.71031,0,0.0005347,0.0005347,0.0005347
96,12826,1.14505,1.81197,1.36239,1.58315,0,0.67597,0.63481,0.64648,0.4317,0.66859,0.64643,0.63719,0.41789,1.28332,1.40954,1.46538,1.65651,0,0.00052975,0.00052975,0.00052975
97,12959.8,1.14291,1.75054,1.35181,1.57666,0,0.67739,0.64464,0.63182,0.42726,0.64503,0.64457,0.62678,0.41384,1.29557,1.41573,1.47617,1.65682,0,0.0005248,0.0005248,0.0005248
98,13092.5,1.15794,1.80384,1.37676,1.58471,0,0.68837,0.66352,0.64027,0.4371,0.69423,0.65715,0.6413,0.42436,1.28661,1.40248,1.42679,1.66011,0,0.00051985,0.00051985,0.00051985
99,13226.6,1.12867,1.76162,1.32941,1.57216,0,0.68601,0.64726,0.65054,0.44243,0.67912,0.6407,0.63982,0.42503,1.26565,1.4136,1.37513,1.66097,0,0.0005149,0.0005149,0.0005149
100,13360.5,1.16288,1.80153,1.35969,1.59004,0,0.65273,0.67826,0.65641,0.4349,0.65141,0.67618,0.6502,0.42726,1.27918,1.40008,1.41346,1.66618,0,0.00050995,0.00050995,0.00050995
101,13494.8,1.14377,1.79848,1.36483,1.57744,0,0.73006,0.61728,0.65655,0.44581,0.72492,0.61901,0.64905,0.42798,1.2567,1.41505,1.40488,1.65113,0,0.000505,0.000505,0.000505
102,13626.2,1.11395,1.7631,1.32445,1.56024,0,0.67983,0.64891,0.65426,0.43889,0.67461,0.64458,0.64568,0.426,1.25354,1.39802,1.37002,1.63072,0,0.00050005,0.00050005,0.00050005
103,13760.4,1.12216,1.75307,1.32444,1.55195,0,0.73401,0.63962,0.66713,0.44696,0.73617,0.62816,0.65295,0.43859,1.26091,1.39172,1.41126,1.62394,0,0.0004951,0.0004951,0.0004951
104,13895.1,1.12568,1.73445,1.30847,1.55816,0,0.63909,0.6549,0.64962,0.44481,0.64178,0.65698,0.64641,0.41983,1.27256,1.4049,1.40376,1.65312,0,0.00049015,0.00049015,0.00049015
105,14028.8,1.13467,1.76621,1.31605,1.57008,0,0.69792,0.63821,0.64374,0.42816,0.68871,0.63114,0.63741,0.42356,1.29022,1.38818,1.39922,1.65947,0,0.0004852,0.0004852,0.0004852
106,14160.9,1.11803,1.7499,1.30721,1.55684,0,0.724,0.64066,0.66012,0.44334,0.73254,0.63432,0.65151,0.43237,1.27501,1.37229,1.36569,1.63149,0,0.00048025,0.00048025,0.00048025
107,14294.5,1.11737,1.73713,1.30389,1.55133,0,0.71506,0.65282,0.66327,0.44133,0.6931,0.64478,0.65713,0.43416,1.26103,1.38671,1.34371,1.63204,0,0.0004753,0.0004753,0.0004753
108,14428.6,1.12384,1.75281,1.32752,1.55745,0,0.66517,0.65764,0.65106,0.43037,0.646,0.65537,0.64021,0.41956,1.25573,1.37792,1.40235,1.62883,0,0.00047035,0.00047035,0.00047035
109,14562.4,1.11628,1.76293,1.30856,1.55345,0,0.6515,0.667,0.6645,0.44751,0.65866,0.65234,0.64843,0.43494,1.28003,1.36633,1.37469,1.65694,0,0.0004654,0.0004654,0.0004654
110,14694.1,1.10593,1.71972,1.2792,1.54562,0,0.64805,0.67029,0.66086,0.44634,0.63683,0.66637,0.65278,0.4285,1.24797,1.38551,1.37771,1.61363,0,0.00046045,0.00046045,0.00046045
111,14827.6,1.11868,1.73944,1.30324,1.55019,0,0.71343,0.65039,0.6593,0.4468,0.69244,0.64057,0.64871,0.43006,1.2624,1.38243,1.38585,1.63417,0,0.0004555,0.0004555,0.0004555
112,14961.3,1.13138,1.77832,1.32836,1.55624,0,0.68355,0.65801,0.65457,0.45267,0.66564,0.648,0.64324,0.43168,1.21833,1.39108,1.41136,1.5981,0,0.00045055,0.00045055,0.00045055
113,15095.4,1.09324,1.73097,1.28737,1.5356,0,0.73101,0.62604,0.64581,0.4277,0.7234,0.62695,0.63315,0.41063,1.26364,1.39097,1.39857,1.64892,0,0.0004456,0.0004456,0.0004456
114,15228.7,1.11704,1.74965,1.27259,1.5491,0,0.69127,0.64343,0.66384,0.43638,0.75496,0.59917,0.63956,0.42893,1.26718,1.39845,1.38859,1.63324,0,0.00044065,0.00044065,0.00044065
115,15360.3,1.11215,1.74622,1.28958,1.54628,0,0.71196,0.62474,0.66421,0.44422,0.71929,0.62844,0.65524,0.43054,1.25894,1.37558,1.3695,1.64552,0,0.0004357,0.0004357,0.0004357
116,15494,1.10377,1.73439,1.28156,1.54335,0,0.64533,0.67698,0.65414,0.45981,0.7233,0.6132,0.64576,0.43601,1.23378,1.37792,1.39751,1.60588,0,0.00043075,0.00043075,0.00043075
117,15629,1.10132,1.72573,1.28403,1.54603,0,0.68059,0.6747,0.66352,0.4601,0.6837,0.67272,0.66017,0.43588,1.2673,1.38393,1.35708,1.63469,0,0.0004258,0.0004258,0.0004258
118,15762.6,1.10313,1.73774,1.25726,1.53778,0,0.67367,0.66923,0.65889,0.44434,0.66716,0.66846,0.64438,0.43538,1.27732,1.37699,1.34553,1.6539,0,0.00042085,0.00042085,0.00042085
119,15894.5,1.08587,1.70848,1.24612,1.53845,0,0.72751,0.62303,0.66003,0.44917,0.72311,0.6359,0.659,0.43355,1.26023,1.386,1.35151,1.65052,0,0.0004159,0.0004159,0.0004159
120,16028.5,1.09853,1.71717,1.25001,1.53328,0,0.69924,0.6395,0.65857,0.4613,0.70093,0.64158,0.65137,0.42919,1.23042,1.3885,1.35094,1.60082,0,0.00041095,0.00041095,0.00041095
121,16162.6,1.08321,1.71201,1.25447,1.52056,0,0.73306,0.62914,0.66292,0.45763,0.72604,0.62326,0.65863,0.43147,1.21446,1.38041,1.34121,1.59256,0,0.000406,0.000406,0.000406
122,16296.6,1.07148,1.6847,1.24105,1.50956,0,0.7647,0.63138,0.67317,0.4695,0.75022,0.62687,0.6634,0.43822,1.23747,1.37666,1.35141,1.59554,0,0.00040105,0.00040105,0.00040105
123,16428.9,1.0911,1.70817,1.25244,1.53135,0,0.70374,0.64312,0.6695,0.47144,0.68266,0.6372,0.66091,0.4431,1.23161,1.35783,1.32007,1.58239,0,0.0003961,0.0003961,0.0003961
124,16562.6,1.08772,1.72034,1.22969,1.51825,0,0.64413,0.66666,0.6718,0.46214,0.6317,0.65634,0.65959,0.43776,1.20477,1.37603,1.34183,1.58529,0,0.00039115,0.00039115,0.00039115
125,16696.6,1.08815,1.70774,1.23393,1.53076,0,0.71602,0.67006,0.67894,0.48127,0.71105,0.66349,0.6647,0.44706,1.21321,1.3788,1.32973,1.5784,0,0.0003862,0.0003862,0.0003862
