epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
11,1072.93,1.88823,2.60882,2.574,2.21179,0,0.41086,0.23179,0.21913,0.09985,0.39712,0.23962,0.22536,0.1135,2.07889,2.05964,2.68824,2.3762,0,0.0009505,0.0009505,0.0009505
12,1183.15,1.83761,2.59962,2.50149,2.15714,0,0.3828,0.34269,0.29154,0.13118,0.4995,0.34617,0.30448,0.15097,1.94728,1.96038,2.57055,2.30875,0,0.00094555,0.00094555,0.00094555
13,1290.93,1.78688,2.53881,2.44293,2.10738,0,0.30005,0.35372,0.2704,0.11616,0.31346,0.3511,0.27877,0.13125,1.97339,1.93166,2.5951,2.26639,0,0.0009406,0.0009406,0.0009406
14,1398.83,1.76054,2.56968,2.4316,2.09162,0,0.29228,0.39124,0.32741,0.16322,0.26323,0.39104,0.32826,0.16737,1.91944,1.92792,2.42053,2.20122,0,0.00093565,0.00093565,0.00093565
15,1506.75,1.72866,2.49504,2.38312,2.05641,0,0.26619,0.35622,0.29275,0.14574,0.60755,0.27024,0.32395,0.15546,1.92735,2.00863,2.41495,2.17977,0,0.0009307,0.0009307,0.0009307
16,1614.82,1.69425,2.47681,2.30615,2.01455,0,0.56774,0.34915,0.37522,0.17575,0.61227,0.35919,0.40085,0.19664,1.86182,1.85658,2.47045,2.21013,0,0.00092575,0.00092575,0.00092575
17,1725.15,1.65836,2.42665,2.24978,1.99341,0,0.35116,0.38328,0.35141,0.17845,0.38175,0.38894,0.35555,0.18434,1.82511,1.92876,2.41758,2.09075,0,0.0009208,0.0009208,0.0009208
18,1833.45,1.67716,2.42874,2.2646,1.97008,0,0.29926,0.39602,0.34962,0.16712,0.34275,0.35954,0.34541,0.17023,1.91391,1.8798,2.40898,2.16252,0,0.00091585,0.00091585,0.00091585
19,1941.18,1.6346,2.38077,2.19317,1.95163,0,0.5602,0.34063,0.36692,0.19091,0.69215,0.34419,0.37563,0.19024,1.75659,1.93246,2.33475,2.09328,0,0.0009109,0.0009109,0.0009109
20,2048.78,1.62242,2.37503,2.19137,1.9289,0,0.38378,0.46936,0.40729,0.21369,0.43637,0.45952,0.42359,0.2192,1.69236,1.79116,2.13687,2.02379,0,0.00090595,0.00090595,0.00090595
21,2156.19,1.58563,2.38271,2.13927,1.90663,0,0.35979,0.43481,0.37248,0.20185,0.39056,0.43245,0.39891,0.20318,1.81514,1.883,2.26908,2.05017,0,0.000901,0.000901,0.000901
22,2266.31,1.55755,2.35773,2.11695,1.88364,0,0.53454,0.40554,0.39621,0.21973,0.62034,0.39392,0.39989,0.20867,1.68284,2.10124,2.17209,1.96884,0,0.00089605,0.00089605,0.00089605
23,2374.57,1.54714,2.34655,2.10581,1.86084,0,0.46925,0.50422,0.46377,0.23738,0.49597,0.50212,0.46062,0.24692,1.73875,1.78855,2.09504,1.97392,0,0.0008911,0.0008911,0.0008911
24,2482.77,1.57185,2.31813,2.07648,1.8691,0,0.44044,0.51754,0.45233,0.23774,0.45274,0.53819,0.47422,0.26378,1.65916,1.7241,2.07841,1.93105,0,0.00088615,0.00088615,0.00088615
25,2590.96,1.52649,2.31896,2.04382,1.83494,0,0.50838,0.40916,0.44192,0.23007,0.52006,0.40778,0.43158,0.22278,1.63638,1.85093,2.08338,1.93783,0,0.0008812,0.0008812,0.0008812
26,2698.65,1.52076,2.33746,2.02869,1.82821,0,0.55796,0.41172,0.4378,0.23048,0.58476,0.4202,0.44104,0.23896,1.72776,1.72629,2.06961,1.98581,0,0.00087625,0.00087625,0.00087625
27,2804.96,1.51246,2.28521,2.00618,1.80971,0,0.40314,0.53577,0.42752,0.21944,0.42408,0.53433,0.44404,0.2248,1.65794,1.74915,2.09537,1.90694,0,0.0008713,0.0008713,0.0008713
28,2915.2,1.48246,2.2284,1.94669,1.78917,0,0.5254,0.52362,0.47418,0.255,0.60516,0.48331,0.48375,0.27872,1.63604,1.72515,1.95486,1.92456,0,0.00086635,0.00086635,0.00086635
29,3023.2,1.46583,2.27383,1.97223,1.78253,0,0.41996,0.47116,0.44018,0.2523,0.45147,0.49847,0.46492,0.25794,1.60239,1.72139,2.03822,1.84746,0,0.0008614,0.0008614,0.0008614
30,3130.43,1.46202,2.22203,1.92887,1.77389,0,0.50165,0.54132,0.49873,0.28419,0.5078,0.50378,0.47637,0.2844,1.6023,1.87425,1.93811,1.87812,0,0.00085645,0.00085645,0.00085645
31,3237.75,1.4589,2.24042,1.94078,1.76606,0,0.56987,0.47995,0.48421,0.26966,0.61303,0.47779,0.49057,0.27761,1.61033,1.71765,1.93192,1.8828,0,0.0008515,0.0008515,0.0008515
32,3345.04,1.43765,2.22431,1.90743,1.7591,0,0.58386,0.4317,0.48781,0.27549,0.57669,0.48159,0.50251,0.27778,1.61438,1.69745,1.96843,1.88571,0,0.00084655,0.00084655,0.00084655
33,3455.61,1.43212,2.21324,1.87379,1.72728,0,0.63689,0.49743,0.5228,0.30094,0.67998,0.47079,0.52698,0.30567,1.54364,1.63221,1.84622,1.78619,0,0.0008416,0.0008416,0.0008416
34,3563.09,1.42868,2.21948,1.86087,1.73121,0,0.66024,0.52055,0.5536,0.32841,0.66319,0.5056,0.53679,0.32648,1.53417,1.63239,1.83199,1.78326,0,0.00083665,0.00083665,0.00083665
35,3670.73,1.41495,2.18457,1.8421,1.71672,0,0.52205,0.56958,0.54762,0.3258,0.56535,0.54713,0.56166,0.32959,1.52356,1.60307,1.81355,1.78333,0,0.0008317,0.0008317,0.0008317
36,3778.42,1.42697,2.15905,1.82142,1.73188,0,0.53036,0.49821,0.51779,0.30939,0.53512,0.50012,0.52132,0.29731,1.54773,1.60622,1.82751,1.80793,0,0.00082675,0.00082675,0.00082675
37,3885.34,1.40184,2.20254,1.82567,1.70122,0,0.64214,0.46847,0.53518,0.31443,0.53421,0.52405,0.52421,0.3108,1.51125,1.62199,1.78674,1.78969,0,0.0008218,0.0008218,0.0008218
38,3995.68,1.36763,2.15286,1.76847,1.684,0,0.64608,0.51292,0.57006,0.34723,0.59135,0.52042,0.55848,0.34452,1.48326,1.62658,1.72488,1.71878,0,0.00081685,0.00081685,0.00081685
39,4103.35,1.37621,2.14226,1.79298,1.6834,0,0.51576,0.57057,0.54021,0.31351,0.49678,0.56761,0.53811,0.33197,1.57781,1.57865,1.79572,1.83473,0,0.0008119,0.0008119,0.0008119
40,4211.14,1.38037,2.14122,1.79668,1.69376,0,0.53294,0.5669,0.53679,0.32308,0.60026,0.50667,0.53569,0.31555,1.46978,1.56918,1.74067,1.75347,0,0.00080695,0.00080695,0.00080695
41,4318.47,1.35927,2.09978,1.77354,1.67659,0,0.54767,0.58979,0.56985,0.35013,0.55316,0.58268,0.5619,0.34169,1.49915,1.64088,1.7916,1.72967,0,0.000802,0.000802,0.000802
42,4425.91,1.33832,2.11318,1.73563,1.65095,0,0.70714,0.52117,0.5826,0.36375,0.73599,0.53547,0.58122,0.35832,1.49633,1.56321,1.73372,1.71807,0,0.00079705,0.00079705,0.00079705
43,4535.56,1.36116,2.12488,1.7301,1.66739,0,0.68773,0.55541,0.60757,0.37852,0.67794,0.54973,0.58879,0.36111,1.44422,1.57265,1.6603,1.69185,0,0.0007921,0.0007921,0.0007921
44,4645.01,1.33324,2.05834,1.70126,1.64673,0,0.633,0.54137,0.56608,0.34628,0.61257,0.53751,0.56138,0.33937,1.47938,1.5779,1.73151,1.74725,0,0.00078715,0.00078715,0.00078715
45,4752.6,1.32889,2.09596,1.67284,1.63837,0,0.64109,0.5996,0.5948,0.37163,0.59614,0.6041,0.56268,0.3583,1.4271,1.56153,1.62631,1.6671,0,0.0007822,0.0007822,0.0007822
46,4860.8,1.32058,2.05958,1.66958,1.63027,0,0.60483,0.60658,0.59254,0.35937,0.64955,0.54266,0.57161,0.3558,1.44193,1.55302,1.62846,1.68515,0,0.00077725,0.00077725,0.00077725
47,4968.18,1.32792,2.07329,1.69075,1.63497,0,0.67137,0.57591,0.59075,0.37399,0.66165,0.56258,0.5753,0.36327,1.39447,1.54409,1.62755,1.66774,0,0.0007723,0.0007723,0.0007723
48,5075.19,1.30236,2.02591,1.66169,1.61336,0,0.62662,0.57733,0.6062,0.37659,0.69602,0.53853,0.58913,0.37282,1.40539,1.53034,1.58755,1.66127,0,0.00076735,0.00076735,0.00076735
49,5185.87,1.29596,2.0344,1.64156,1.61527,0,0.68494,0.5462,0.57032,0.35386,0.68442,0.53278,0.56505,0.34501,1.46595,1.50841,1.69131,1.72195,0,0.0007624,0.0007624,0.0007624
50,5293.74,1.28443,2.04262,1.63868,1.60563,0,0.6709,0.5604,0.60165,0.39496,0.71923,0.54884,0.60331,0.38655,1.37785,1.56896,1.59662,1.61349,0,0.00075745,0.00075745,0.00075745
51,5401.39,1.31699,2.06694,1.65838,1.6199,0,0.70292,0.55317,0.59829,0.3728,0.70607,0.53797,0.59552,0.37643,1.42593,1.47885,1.59885,1.69195,0,0.0007525,0.0007525,0.0007525
52,5509.71,1.27742,1.99184,1.62872,1.60705,0,0.65854,0.57528,0.60603,0.3816,0.67038,0.57545,0.60134,0.38518,1.40714,1.49294,1.62766,1.69513,0,0.00074755,0.00074755,0.00074755
53,5616.65,1.28426,2.01362,1.6015,1.60753,0,0.69306,0.57222,0.60871,0.39174,0.69005,0.56678,0.60144,0.3761,1.38653,1.48798,1.59,1.66494,0,0.0007426,0.0007426,0.0007426
54,5727.66,1.26154,2.01071,1.58387,1.57968,0,0.71074,0.57956,0.62173,0.40766,0.71311,0.58642,0.61327,0.38378,1.33895,1.51552,1.58377,1.61393,0,0.00073765,0.00073765,0.00073765
55,5835.92,1.27717,2.03362,1.6131,1.59186,0,0.64126,0.62175,0.62084,0.38621,0.62899,0.61496,0.61329,0.38307,1.35135,1.50341,1.53495,1.60994,0,0.0007327,0.0007327,0.0007327
56,5943.46,1.26488,2.00356,1.57509,1.59219,0,0.63687,0.60228,0.61784,0.3916,0.67435,0.59844,0.61106,0.38597,1.35688,1.45934,1.57918,1.63755,0,0.00072775,0.00072775,0.00072775
57,6050.82,1.26201,2.00491,1.57122,1.58178,0,0.7369,0.55438,0.62565,0.41059,0.7398,0.55595,0.6192,0.3861,1.32071,1.48716,1.48876,1.57137,0,0.0007228,0.0007228,0.0007228
58,6158.34,1.24734,1.95957,1.55704,1.56945,0,0.72236,0.57328,0.61482,0.3946,0.72707,0.57328,0.61589,0.39382,1.33167,1.51379,1.56075,1.57245,0,0.00071785,0.00071785,0.00071785
59,6268.57,1.2565,2.01965,1.57013,1.5756,0,0.6311,0.62726,0.61161,0.39758,0.6345,0.6032,0.59943,0.38155,1.37737,1.51052,1.55142,1.60464,0,0.0007129,0.0007129,0.0007129
60,6377.1,1.2529,1.97741,1.55288,1.57042,0,0.75867,0.5406,0.62392,0.40803,0.75587,0.53948,0.60652,0.39082,1.34187,1.44993,1.52483,1.60847,0,0.00070795,0.00070795,0.00070795
61,6484.32,1.24241,1.9748,1.55109,1.56486,0,0.73809,0.58807,0.6167,0.40663,0.73819,0.58066,0.60471,0.38973,1.30931,1.48964,1.54897,1.5903,0,0.000703,0.000703,0.000703
62,6592.28,1.24089,1.97823,1.54857,1.55729,0,0.68884,0.60806,0.6189,0.40442,0.71329,0.55102,0.60245,0.38988,1.30825,1.4792,1.52501,1.57058,0,0.00069805,0.00069805,0.00069805
63,6699.76,1.22233,1.95324,1.51885,1.54197,0,0.6861,0.61337,0.61871,0.38955,0.69156,0.61394,0.61718,0.38996,1.3183,1.46916,1.55825,1.61506,0,0.0006931,0.0006931,0.0006931
64,6806.67,1.23799,1.96515,1.52999,1.54368,0,0.70003,0.56658,0.61062,0.39066,0.68491,0.56531,0.60026,0.38218,1.36536,1.5017,1.58819,1.60878,0,0.00068815,0.00068815,0.00068815
65,6917.83,1.23431,1.9547,1.52129,1.53253,0,0.74943,0.60475,0.6419,0.42167,0.74224,0.60291,0.63083,0.40415,1.27283,1.46305,1.49051,1.55714,0,0.0006832,0.0006832,0.0006832
66,7026.13,1.22738,1.94342,1.49488,1.53829,0,0.6664,0.59038,0.61006,0.406,0.67331,0.56997,0.59357,0.38707,1.26103,1.5101,1.51832,1.53504,0,0.00067825,0.00067825,0.00067825
67,7133.57,1.21905,1.93859,1.49765,1.54067,0,0.59061,0.64055,0.61345,0.40717,0.73126,0.56453,0.6068,0.38981,1.3448,1.47284,1.5157,1.58442,0,0.0006733,0.0006733,0.0006733
68,7240.74,1.23148,1.94461,1.51843,1.54099,0,0.66305,0.55809,0.5967,0.39215,0.70515,0.56094,0.61235,0.39661,1.34745,1.46754,1.54518,1.58176,0,0.00066835,0.00066835,0.00066835
69,7348.07,1.22236,1.93874,1.50749,1.53738,0,0.62677,0.63101,0.61781,0.40535,0.62412,0.63438,0.6311,0.40096,1.29078,1.42823,1.41436,1.54195,0,0.0006634,0.0006634,0.0006634
70,7458.72,1.1963,1.93135,1.48454,1.52557,0,0.61595,0.62859,0.62223,0.41708,0.7695,0.54557,0.61762,0.39978,1.28964,1.42265,1.50465,1.56011,0,0.00065845,0.00065845,0.00065845
71,7566.58,1.19116,1.93921,1.45723,1.51285,0,0.64418,0.61511,0.61548,0.4107,0.63067,0.6217,0.62322,0.39663,1.3257,1.48807,1.46978,1.57272,0,0.0006535,0.0006535,0.0006535
72,7674.06,1.20486,1.8974,1.45863,1.5189,0,0.78393,0.58609,0.64843,0.43254,0.76826,0.57725,0.62993,0.40704,1.27668,1.47217,1.45413,1.5336,0,0.00064855,0.00064855,0.00064855
73,7781.9,1.20786,1.94093,1.48064,1.52595,0,0.64941,0.62633,0.62209,0.424,0.66823,0.6313,0.63986,0.40108,1.25789,1.43782,1.48511,1.54018,0,0.0006436,0.0006436,0.0006436
74,7890.11,1.18762,1.90375,1.44593,1.50752,0,0.63371,0.63869,0.63214,0.4138,0.63532,0.63772,0.63362,0.40517,1.29132,1.43155,1.47638,1.54848,0,0.00063865,0.00063865,0.00063865
75,8001.12,1.19051,1.8811,1.43253,1.5073,0,0.67187,0.64934,0.65538,0.44178,0.67603,0.63653,0.64804,0.40825,1.2507,1.41718,1.41323,1.52533,0,0.0006337,0.0006337,0.0006337
76,8109.15,1.19998,1.90175,1.45017,1.51278,0,0.66018,0.62932,0.64304,0.43297,0.67461,0.62351,0.64049,0.40597,1.23963,1.42251,1.43188,1.50054,0,0.00062875,0.00062875,0.00062875
77,8216.36,1.17614,1.91306,1.43198,1.49187,0,0.73611,0.60148,0.65149,0.43456,0.70763,0.59724,0.63434,0.4089,1.24325,1.44431,1.45351,1.51446,0,0.0006238,0.0006238,0.0006238
78,8324.57,1.17882,1.92684,1.42717,1.49178,0,0.66648,0.65508,0.64626,0.43834,0.76257,0.59214,0.63964,0.41398,1.23864,1.43577,1.42636,1.51119,0,0.00061885,0.00061885,0.00061885
79,8433.03,1.18226,1.90546,1.43593,1.49719,0,0.67493,0.64895,0.64501,0.43429,0.73081,0.62704,0.63941,0.41918,1.24645,1.4366,1.42518,1.50192,0,0.0006139,0.0006139,0.0006139
80,8541.27,1.17372,1.88976,1.44107,1.49777,0,0.66319,0.63257,0.63324,0.42976,0.64134,0.62434,0.62014,0.40792,1.22133,1.46907,1.42611,1.50386,0,0.00060895,0.00060895,0.00060895
81,8652.1,1.15615,1.88341,1.4015,1.48652,0,0.69961,0.62491,0.64448,0.42545,0.69839,0.61983,0.63222,0.41073,1.24645,1.44769,1.4481,1.50519,0,0.000604,0.000604,0.000604
82,8759.68,1.14839,1.81674,1.38091,1.47123,0,0.75479,0.56844,0.62807,0.42529,0.7553,0.56904,0.62259,0.40177,1.25174,1.42895,1.4683,1.51404,0,0.00059905,0.00059905,0.00059905
83,8866.63,1.15498,1.88025,1.39786,1.48248,0,0.69737,0.63775,0.6366,0.43911,0.71395,0.6284,0.6358,0.41428,1.26245,1.45683,1.45494,1.52949,0,0.0005941,0.0005941,0.0005941
84,8974.7,1.15682,1.87394,1.41291,1.49131,0,0.71451,0.64592,0.65892,0.45311,0.78411,0.60601,0.65371,0.43121,1.22071,1.40372,1.38672,1.49087,0,0.00058915,0.00058915,0.00058915
85,9082.42,1.14851,1.84,1.37641,1.46801,0,0.73331,0.60024,0.6487,0.44846,0.75383,0.6032,0.64287,0.42773,1.1891,1.39724,1.42844,1.48464,0,0.0005842,0.0005842,0.0005842
86,9193.6,1.14766,1.84078,1.38059,1.46758,0,0.73937,0.60464,0.64564,0.42989,0.7407,0.59912,0.64053,0.42077,1.24811,1.38771,1.40184,1.51411,0,0.00057925,0.00057925,0.00057925
87,9301.6,1.14994,1.83218,1.38798,1.47055,0,0.71513,0.62088,0.64942,0.4432,0.68918,0.62636,0.64223,0.41911,1.22168,1.40681,1.42033,1.49946,0,0.0005743,0.0005743,0.0005743
88,9409.35,1.15487,1.87386,1.38699,1.47192,0,0.68508,0.63436,0.64437,0.44615,0.67629,0.63613,0.64276,0.4267,1.22942,1.39561,1.42234,1.50454,0,0.00056935,0.00056935,0.00056935
89,9517.26,1.15535,1.84424,1.38083,1.47931,0,0.73977,0.62473,0.64554,0.44917,0.70741,0.63706,0.64718,0.43068,1.22251,1.38639,1.40789,1.48924,0,0.0005644,0.0005644,0.0005644
90,9626,1.13413,1.82502,1.34509,1.4501,0,0.73619,0.63934,0.6602,0.45455,0.73497,0.64014,0.65169,0.4371,1.20146,1.39242,1.37701,1.47545,0,0.00055945,0.00055945,0.00055945
91,9736.7,1.14006,1.8392,1.36085,1.4651,0,0.71601,0.64436,0.65734,0.45052,0.74738,0.63484,0.65356,0.43263,1.23609,1.45154,1.43692,1.49907,0,0.0005545,0.0005545,0.0005545
92,9844.2,1.14648,1.85061,1.38405,1.46845,0,0.75585,0.61639,0.65057,0.43833,0.74341,0.61327,0.64708,0.42396,1.24561,1.41989,1.40964,1.5016,0,0.00054955,0.00054955,0.00054955
93,9951.52,1.13961,1.84493,1.33954,1.46524,0,0.75487,0.62916,0.66815,0.46389,0.7362,0.63823,0.65921,0.43907,1.20126,1.40015,1.37117,1.4836,0,0.0005446,0.0005446,0.0005446
94,10058.6,1.11733,1.82448,1.34539,1.45048,0,0.70394,0.66637,0.66829,0.46915,0.7084,0.6668,0.66287,0.43975,1.16519,1.37727,1.36769,1.46397,0,0.00053965,0.00053965,0.00053965
95,10166.8,1.11765,1.81784,1.32148,1.44607,0,0.72043,0.65345,0.66144,0.44724,0.74015,0.62589,0.64119,0.42696,1.21508,1.44774,1.37951,1.48914,0,0.0005347,0.0005347,0.0005347
96,10276.4,1.12086,1.83124,1.33119,1.45205,0,0.70751,0.65816,0.66618,0.45802,0.68665,0.64803,0.64771,0.43842,1.1899,1.42009,1.3743,1.46671,0,0.00052975,0.00052975,0.00052975
97,10384.6,1.1068,1.76789,1.30503,1.43715,0,0.71959,0.62969,0.65832,0.46387,0.72073,0.62836,0.65187,0.43599,1.19936,1.41293,1.36313,1.48635,0,0.0005248,0.0005248,0.0005248
98,10492.7,1.12898,1.82336,1.34628,1.45747,0,0.71907,0.62648,0.65488,0.45079,0.7193,0.62454,0.65231,0.43334,1.20089,1.41766,1.36177,1.4745,0,0.00051985,0.00051985,0.00051985
99,10600.3,1.09213,1.7725,1.30093,1.43552,0,0.66029,0.67221,0.67213,0.46302,0.65273,0.66465,0.66285,0.44211,1.17357,1.39935,1.33931,1.45805,0,0.0005149,0.0005149,0.0005149
100,10708.2,1.12523,1.81356,1.33138,1.44226,0,0.68142,0.67642,0.65992,0.46455,0.69515,0.6767,0.66139,0.43651,1.15155,1.40813,1.35432,1.43522,0,0.00050995,0.00050995,0.00050995
101,10814.8,1.11878,1.81618,1.33831,1.44849,0,0.78116,0.6476,0.66884,0.46975,0.7725,0.64348,0.66057,0.44353,1.15323,1.40687,1.31234,1.42664,0,0.000505,0.000505,0.000505
102,10925.7,1.07262,1.76851,1.28139,1.41789,0,0.71511,0.66101,0.67446,0.47011,0.70462,0.66472,0.67654,0.44453,1.15779,1.37806,1.35663,1.42728,0,0.00050005,0.00050005,0.00050005
103,11033.4,1.07993,1.75604,1.27923,1.41086,0,0.67093,0.66804,0.6676,0.46908,0.67688,0.6585,0.66154,0.44059,1.18157,1.39558,1.3688,1.43574,0,0.0004951,0.0004951,0.0004951
104,11141.3,1.08651,1.74212,1.28087,1.41972,0,0.68449,0.68493,0.67774,0.46855,0.7013,0.67186,0.67179,0.448,1.18637,1.38694,1.35677,1.42837,0,0.00049015,0.00049015,0.00049015
105,11249.2,1.10419,1.78801,1.28012,1.43735,0,0.66906,0.68723,0.66751,0.46376,0.65902,0.66748,0.65575,0.43219,1.166,1.39071,1.36108,1.43302,0,0.0004852,0.0004852,0.0004852
106,11357.4,1.09057,1.77334,1.2704,1.42838,0,0.64213,0.67874,0.67174,0.47607,0.64245,0.67644,0.66809,0.44325,1.15021,1.3821,1.3067,1.40647,0,0.00048025,0.00048025,0.00048025
107,11467.6,1.08442,1.76249,1.26518,1.41781,0,0.69585,0.67678,0.68185,0.48546,0.68726,0.6669,0.66991,0.44554,1.16922,1.40297,1.30163,1.41483,0,0.0004753,0.0004753,0.0004753
108,11575.1,1.09174,1.7681,1.28164,1.43138,0,0.76661,0.65986,0.68039,0.48058,0.75725,0.65373,0.67411,0.45109,1.16692,1.41448,1.30656,1.4225,0,0.00047035,0.00047035,0.00047035
109,11681.9,1.07935,1.78931,1.27515,1.41915,0,0.72869,0.67688,0.68624,0.48068,0.73371,0.66474,0.67807,0.45066,1.14697,1.38961,1.336,1.42387,0,0.0004654,0.0004654,0.0004654
110,11789.1,1.06605,1.73606,1.23956,1.40793,0,0.69423,0.6767,0.67522,0.47179,0.6674,0.6826,0.66981,0.43662,1.1439,1.44786,1.34154,1.40706,0,0.00046045,0.00046045,0.00046045
111,11896.9,1.08365,1.75552,1.26689,1.42432,0,0.728,0.67167,0.67613,0.47897,0.72344,0.66195,0.67149,0.44702,1.15088,1.43434,1.36586,1.4209,0,0.0004555,0.0004555,0.0004555
112,12007.5,1.0898,1.78764,1.28387,1.42002,0,0.69904,0.64454,0.66503,0.4696,0.70684,0.64507,0.66981,0.44756,1.1523,1.38259,1.3677,1.43188,0,0.00045055,0.00045055,0.00045055
113,12115.9,1.06332,1.75216,1.24344,1.40128,0,0.72282,0.68054,0.68388,0.48022,0.72139,0.67179,0.67839,0.45033,1.16046,1.38234,1.36631,1.44135,0,0.0004456,0.0004456,0.0004456
114,12223.7,1.08013,1.76654,1.23006,1.41619,0,0.67196,0.67557,0.67111,0.47204,0.67388,0.67474,0.66029,0.44698,1.15938,1.41321,1.36247,1.43628,0,0.00044065,0.00044065,0.00044065
115,12331.7,1.07379,1.76675,1.25386,1.40925,0,0.65837,0.6656,0.66839,0.47421,0.63776,0.68789,0.6708,0.44508,1.11968,1.39378,1.31912,1.40223,0,0.0004357,0.0004357,0.0004357
116,12440,1.07039,1.75322,1.25293,1.40974,0,0.72315,0.64807,0.67953,0.48072,0.65731,0.67501,0.67071,0.45321,1.14041,1.3878,1.32756,1.40553,0,0.00043075,0.00043075,0.00043075
117,12548.6,1.06313,1.73969,1.24395,1.4091,0,0.76878,0.6408,0.6816,0.4853,0.75449,0.63819,0.66875,0.45081,1.15026,1.4129,1.36832,1.41105,0,0.0004258,0.0004258,0.0004258
118,12658.4,1.0661,1.7355,1.22221,1.40208,0,0.69616,0.6787,0.669,0.4793,0.69948,0.68645,0.67001,0.44671,1.14795,1.39151,1.32248,1.40999,0,0.00042085,0.00042085,0.00042085
119,12765.4,1.04923,1.71421,1.21467,1.40095,0,0.70784,0.66065,0.6724,0.47824,0.71042,0.66144,0.6804,0.44938,1.14432,1.3926,1.34648,1.40797,0,0.0004159,0.0004159,0.0004159
120,12872.8,1.06146,1.73143,1.21618,1.40262,0,0.75213,0.63518,0.67305,0.48635,0.69496,0.66041,0.67075,0.44988,1.14022,1.38266,1.35097,1.39597,0,0.00041095,0.00041095,0.00041095
121,12980.9,1.04835,1.71462,1.21126,1.38462,0,0.73549,0.66686,0.6793,0.48025,0.74079,0.67012,0.67424,0.45443,1.16958,1.3758,1.34969,1.41881,0,0.000406,0.000406,0.000406
122,13088.4,1.04824,1.7109,1.2109,1.38651,0,0.66674,0.68633,0.67791,0.48641,0.6644,0.68906,0.67837,0.45523,1.14883,1.40185,1.30244,1.41291,0,0.00040105,0.00040105,0.00040105
123,13199.1,1.05816,1.7087,1.22156,1.40137,0,0.71001,0.65999,0.67368,0.48827,0.70571,0.65947,0.67205,0.45531,1.13364,1.39404,1.31205,1.40538,0,0.0003961,0.0003961,0.0003961
124,13306.8,1.04656,1.71428,1.19494,1.38522,0,0.69373,0.6821,0.68085,0.49037,0.68722,0.69097,0.67852,0.45877,1.12278,1.41089,1.29291,1.39486,0,0.00039115,0.00039115,0.00039115
125,13415,1.03575,1.71419,1.19072,1.38517,0,0.72499,0.6692,0.67996,0.48738,0.71817,0.66353,0.67163,0.45128,1.13316,1.38239,1.30698,1.40175,0,0.0003862,0.0003862,0.0003862
