epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
19,1825.97,1.74784,2.5018,2.27612,2.07548,0,0.63999,0.37848,0.40271,0.21403,0.60717,0.39629,0.40585,0.19963,1.72359,1.99393,2.30532,2.13912,0,0.0009109,0.0009109,0.0009109
20,1921.74,1.73209,2.50144,2.25569,2.04984,0,0.4995,0.42673,0.42585,0.21283,0.45325,0.41376,0.404,0.20615,1.80932,1.92433,2.22242,2.14254,0,0.00090595,0.00090595,0.00090595
21,2017.67,1.70517,2.5,2.21677,2.04041,0,0.43373,0.45178,0.41738,0.2186,0.46875,0.46672,0.42165,0.21674,1.75545,1.95535,2.26874,2.11166,0,0.000901,0.000901,0.000901
22,2113.4,1.67292,2.45421,2.16941,2.00998,0,0.46478,0.42534,0.40318,0.21777,0.42445,0.41492,0.39895,0.20865,1.71041,1.94938,2.13674,2.0735,0,0.00089605,0.00089605,0.00089605
23,2209.59,1.66284,2.45075,2.1679,1.99904,0,0.47915,0.4211,0.41137,0.21266,0.44046,0.40877,0.38287,0.20491,1.78052,1.97135,2.2204,2.11777,0,0.0008911,0.0008911,0.0008911
24,2305.18,1.66691,2.44254,2.12702,1.98068,0,0.51257,0.43036,0.44208,0.22936,0.52582,0.43404,0.44424,0.24515,1.8462,1.84732,2.15034,2.09314,0,0.00088615,0.00088615,0.00088615
25,2400.97,1.62336,2.42989,2.08472,1.95549,0,0.44182,0.43952,0.40972,0.21594,0.41176,0.41464,0.36853,0.18057,1.74201,2.05963,2.23536,2.0218,0,0.0008812,0.0008812,0.0008812
26,2496.94,1.64772,2.43925,2.10283,1.96996,0,0.5238,0.49708,0.49292,0.26271,0.53656,0.49143,0.4877,0.26098,1.67063,1.81965,2.00817,2.01216,0,0.00087625,0.00087625,0.00087625
27,2592.85,1.59932,2.38228,2.05606,1.93339,0,0.48702,0.46687,0.43322,0.23033,0.50801,0.46517,0.44915,0.23541,1.69904,1.8558,2.06958,2.0015,0,0.0008713,0.0008713,0.0008713
28,2687.95,1.57162,2.34694,1.99993,1.91128,0,0.60289,0.49636,0.50253,0.25993,0.62023,0.50326,0.50118,0.2689,1.62642,1.83881,2.00453,1.95791,0,0.00086635,0.00086635,0.00086635
29,2784.17,1.56441,2.38159,2.03457,1.90299,0,0.47666,0.51545,0.48315,0.26326,0.50298,0.49705,0.47947,0.25151,1.69288,1.83416,2.02417,1.96334,0,0.0008614,0.0008614,0.0008614
30,2879.69,1.56867,2.32061,1.97537,1.90302,0,0.59027,0.50091,0.5009,0.27543,0.62418,0.50146,0.50058,0.27152,1.59467,1.9224,1.96,1.91303,0,0.00085645,0.00085645,0.00085645
31,2975.09,1.54272,2.3413,2.00486,1.88356,0,0.65781,0.49898,0.54109,0.29897,0.63466,0.47824,0.50686,0.28287,1.61639,1.76846,1.87228,1.92855,0,0.0008515,0.0008515,0.0008515
32,3071.49,1.51754,2.31187,1.95495,1.8702,0,0.54488,0.47077,0.5267,0.30455,0.56118,0.4868,0.53049,0.3053,1.56364,1.74003,1.87644,1.89601,0,0.00084655,0.00084655,0.00084655
33,3166.8,1.53386,2.3137,1.91803,1.85549,0,0.49277,0.54136,0.51043,0.29209,0.51147,0.53268,0.51631,0.28426,1.55199,1.75012,1.92203,1.85458,0,0.0008416,0.0008416,0.0008416
34,3262.04,1.52653,2.33618,1.91029,1.85674,0,0.51749,0.54132,0.53324,0.30396,0.52021,0.54377,0.52994,0.30651,1.57716,1.69171,1.86636,1.87755,0,0.00083665,0.00083665,0.00083665
35,3358.06,1.51108,2.28341,1.88335,1.8402,0,0.49204,0.52944,0.52001,0.295,0.6045,0.50543,0.5318,0.30185,1.56984,1.66057,1.86358,1.86435,0,0.0008317,0.0008317,0.0008317
36,3454.11,1.51099,2.252,1.87159,1.84264,0,0.61324,0.53963,0.56415,0.32126,0.61347,0.52256,0.55524,0.31051,1.56902,1.67741,1.84436,1.84577,0,0.00082675,0.00082675,0.00082675
37,3549.9,1.49788,2.3175,1.89209,1.83218,0,0.64834,0.50001,0.55781,0.32167,0.60922,0.48103,0.54264,0.31655,1.53729,1.71551,1.90707,1.83186,0,0.0008218,0.0008218,0.0008218
38,3645.12,1.47052,2.26873,1.83782,1.81065,0,0.68686,0.49127,0.54346,0.32258,0.69492,0.50319,0.55064,0.30646,1.57952,1.80426,1.77589,1.8619,0,0.00081685,0.00081685,0.00081685
39,3741.51,1.47572,2.23827,1.85466,1.8151,0,0.53626,0.56859,0.53556,0.31302,0.53994,0.56594,0.526,0.31943,1.5411,1.65136,1.86556,1.83891,0,0.0008119,0.0008119,0.0008119
40,3837.58,1.46501,2.24037,1.84574,1.80646,0,0.61775,0.58929,0.56772,0.31696,0.59351,0.5625,0.54538,0.30382,1.45084,1.67647,1.76376,1.78004,0,0.00080695,0.00080695,0.00080695
41,3933.57,1.43752,2.20056,1.80875,1.78309,0,0.58979,0.55973,0.56444,0.33509,0.60208,0.55948,0.5657,0.32585,1.50691,1.72365,1.74773,1.77963,0,0.000802,0.000802,0.000802
42,4029.5,1.4236,2.21593,1.77977,1.77146,0,0.52769,0.57666,0.55005,0.3355,0.51425,0.57172,0.53526,0.31213,1.51048,1.6941,1.75571,1.80641,0,0.00079705,0.00079705,0.00079705
43,4125.18,1.43278,2.22638,1.78088,1.78081,0,0.61383,0.56213,0.56876,0.34374,0.58723,0.58004,0.56115,0.32814,1.44452,1.69433,1.72936,1.76165,0,0.0007921,0.0007921,0.0007921
44,4221.32,1.42942,2.15775,1.75325,1.76985,0,0.82097,0.50293,0.56577,0.33266,0.81653,0.50239,0.56262,0.32227,1.48685,1.63109,1.78643,1.79976,0,0.00078715,0.00078715,0.00078715
45,4316.67,1.40139,2.1649,1.72248,1.74789,0,0.61177,0.5625,0.58718,0.36559,0.62004,0.561,0.57053,0.34514,1.39897,1.64417,1.67277,1.72677,0,0.0007822,0.0007822,0.0007822
46,4413.41,1.41316,2.15928,1.73699,1.75259,0,0.65724,0.57789,0.58243,0.34509,0.65205,0.58291,0.56871,0.32619,1.53512,1.70878,1.75209,1.82341,0,0.00077725,0.00077725,0.00077725
47,4509.54,1.40232,2.16343,1.74288,1.74413,0,0.57524,0.5743,0.59041,0.35876,0.70407,0.52515,0.5718,0.33947,1.48785,1.5987,1.67194,1.79919,0,0.0007723,0.0007723,0.0007723
48,4604.95,1.38575,2.12597,1.71401,1.73088,0,0.74611,0.53775,0.58864,0.37042,0.70143,0.52969,0.57274,0.34634,1.40585,1.57631,1.64721,1.77209,0,0.00076735,0.00076735,0.00076735
49,4700.26,1.37587,2.1156,1.69254,1.72403,0,0.62795,0.59854,0.58965,0.36337,0.65717,0.60507,0.58276,0.34619,1.43928,1.61069,1.68401,1.72803,0,0.0007624,0.0007624,0.0007624
50,4795.05,1.38333,2.13868,1.69797,1.73052,0,0.55829,0.56263,0.56564,0.35231,0.54952,0.58166,0.56254,0.33654,1.46369,1.64153,1.67292,1.76114,0,0.00075745,0.00075745,0.00075745
51,4891.02,1.37661,2.16708,1.70005,1.71785,0,0.6778,0.56943,0.59146,0.37248,0.66177,0.55674,0.57632,0.34168,1.3971,1.57193,1.64803,1.73473,0,0.0007525,0.0007525,0.0007525
52,4986.64,1.35688,2.08429,1.66262,1.71291,0,0.72994,0.57934,0.60215,0.37257,0.6895,0.50081,0.58296,0.35279,1.38052,1.57232,1.64682,1.72124,0,0.00074755,0.00074755,0.00074755
53,5081.74,1.36811,2.1105,1.65362,1.71115,0,0.75884,0.53693,0.60478,0.36947,0.72162,0.5276,0.59618,0.35405,1.45314,1.58848,1.61853,1.75421,0,0.0007426,0.0007426,0.0007426
54,5177.28,1.35519,2.13056,1.64546,1.69742,0,0.72212,0.58192,0.61047,0.36924,0.72362,0.57511,0.59626,0.34877,1.40849,1.61047,1.59832,1.74354,0,0.00073765,0.00073765,0.00073765
55,5272.62,1.35075,2.13556,1.66838,1.69808,0,0.66419,0.60059,0.6193,0.39497,0.64891,0.59344,0.60374,0.36985,1.41706,1.58784,1.56412,1.72889,0,0.0007327,0.0007327,0.0007327
56,5367.96,1.3359,2.08925,1.63238,1.69788,0,0.73545,0.58437,0.61635,0.37474,0.7149,0.56878,0.59499,0.36565,1.45805,1.55745,1.61344,1.75808,0,0.00072775,0.00072775,0.00072775
57,5462.49,1.33813,2.09505,1.6278,1.69363,0,0.69472,0.61813,0.6139,0.38067,0.6421,0.61338,0.6017,0.36,1.42708,1.55929,1.57156,1.72416,0,0.0007228,0.0007228,0.0007228
58,5557.11,1.32627,2.05844,1.60274,1.67587,0,0.7933,0.56252,0.62017,0.38476,0.76312,0.5493,0.59916,0.36728,1.39456,1.61463,1.5706,1.71328,0,0.00071785,0.00071785,0.00071785
59,5651.65,1.33104,2.10574,1.63468,1.67501,0,0.70696,0.63537,0.62314,0.38452,0.6761,0.61455,0.59823,0.36643,1.40079,1.56532,1.55691,1.68708,0,0.0007129,0.0007129,0.0007129
60,5746.52,1.33378,2.07289,1.60957,1.67645,0,0.67382,0.61085,0.60609,0.40044,0.66002,0.60023,0.59464,0.37174,1.3784,1.49848,1.56658,1.67464,0,0.00070795,0.00070795,0.00070795
61,5842.57,1.32228,2.06872,1.60613,1.67056,0,0.71675,0.59764,0.62595,0.39984,0.70656,0.58457,0.61463,0.38626,1.36724,1.53398,1.52358,1.66841,0,0.000703,0.000703,0.000703
62,5937.4,1.31395,2.06831,1.59163,1.65324,0,0.74632,0.55287,0.61547,0.40194,0.72566,0.54377,0.5966,0.36765,1.34662,1.53899,1.56993,1.64287,0,0.00069805,0.00069805,0.00069805
63,6032.23,1.31053,2.05178,1.57359,1.65952,0,0.75577,0.59058,0.61777,0.40517,0.72457,0.56951,0.60263,0.378,1.31823,1.52309,1.54938,1.63303,0,0.0006931,0.0006931,0.0006931
64,6127.86,1.32077,2.0639,1.57832,1.66133,0,0.71307,0.57668,0.63575,0.42374,0.59852,0.60881,0.62351,0.38615,1.33722,1.5535,1.51281,1.65737,0,0.00068815,0.00068815,0.00068815
65,6223.99,1.31297,2.0545,1.5789,1.64752,0,0.67233,0.63273,0.64287,0.40576,0.65467,0.61622,0.62247,0.38928,1.36566,1.54024,1.51348,1.68388,0,0.0006832,0.0006832,0.0006832
66,6320.27,1.30512,2.0513,1.56255,1.64248,0,0.66189,0.57016,0.61841,0.40479,0.66393,0.57225,0.62324,0.38295,1.3512,1.56171,1.50024,1.65885,0,0.00067825,0.00067825,0.00067825
67,6416.21,1.30112,2.03697,1.56038,1.65277,0,0.71464,0.59427,0.61505,0.39863,0.6928,0.58393,0.59762,0.38614,1.39437,1.49224,1.54417,1.66441,0,0.0006733,0.0006733,0.0006733
68,6512.21,1.28713,2.04338,1.55312,1.62785,0,0.79778,0.58231,0.62012,0.38339,0.75307,0.56455,0.5945,0.37446,1.39086,1.55963,1.58273,1.69971,0,0.00066835,0.00066835,0.00066835
69,6608.39,1.29448,2.04142,1.5753,1.63454,0,0.69406,0.59033,0.62386,0.38978,0.68381,0.57771,0.60235,0.3756,1.39596,1.53362,1.54901,1.67296,0,0.0006634,0.0006634,0.0006634
70,6704.19,1.27392,2.02002,1.5268,1.62874,0,0.7044,0.61292,0.63919,0.42026,0.70011,0.60404,0.61936,0.38678,1.33085,1.52308,1.48872,1.62505,0,0.00065845,0.00065845,0.00065845
71,6799.79,1.27768,2.02033,1.52023,1.62353,0,0.69878,0.61017,0.63095,0.41679,0.68105,0.60415,0.62611,0.39087,1.30483,1.49308,1.49151,1.62745,0,0.0006535,0.0006535,0.0006535
72,6895.2,1.27329,1.99963,1.50844,1.61915,0,0.64312,0.63325,0.6538,0.42502,0.75708,0.55805,0.6329,0.39511,1.31637,1.51349,1.43352,1.63586,0,0.00064855,0.00064855,0.00064855
73,6990.27,1.28612,2.03976,1.54566,1.63038,0,0.72231,0.61264,0.62625,0.40634,0.66773,0.60563,0.61373,0.39051,1.32408,1.51262,1.47867,1.60219,0,0.0006436,0.0006436,0.0006436
74,7086.1,1.26555,2.00371,1.50819,1.61163,0,0.69298,0.60583,0.63397,0.41125,0.68754,0.58572,0.63092,0.38433,1.32965,1.51829,1.45025,1.63774,0,0.00063865,0.00063865,0.00063865
75,7181.96,1.2508,1.98029,1.5039,1.6092,0,0.69644,0.61356,0.62618,0.42183,0.6906,0.60754,0.62646,0.39268,1.29312,1.50269,1.4807,1.60133,0,0.0006337,0.0006337,0.0006337
76,7277.51,1.26528,1.99421,1.50848,1.61703,0,0.77485,0.57473,0.63823,0.41989,0.7522,0.57032,0.61866,0.39196,1.31009,1.5007,1.47353,1.62556,0,0.00062875,0.00062875,0.00062875
77,7373.12,1.25572,1.99808,1.49626,1.59517,0,0.7595,0.59123,0.62965,0.41981,0.75946,0.57475,0.61601,0.39359,1.32339,1.52305,1.47812,1.60947,0,0.0006238,0.0006238,0.0006238
78,7468.7,1.25809,1.98837,1.46431,1.60288,0,0.78013,0.58851,0.63437,0.43033,0.7496,0.5584,0.62736,0.3995,1.27532,1.51144,1.42182,1.63686,0,0.00061885,0.00061885,0.00061885
79,7564.02,1.2581,1.98903,1.48034,1.59965,0,0.66375,0.61958,0.62238,0.42764,0.67548,0.57841,0.61461,0.38891,1.33172,1.4435,1.47291,1.61301,0,0.0006139,0.0006139,0.0006139
80,7659.68,1.25471,1.98017,1.49138,1.60222,0,0.68756,0.61901,0.64863,0.41828,0.66784,0.60365,0.62661,0.39828,1.30038,1.49102,1.46834,1.6043,0,0.00060895,0.00060895,0.00060895
81,7755.47,1.22976,1.95588,1.44076,1.58881,0,0.6631,0.62743,0.62194,0.41744,0.64902,0.60875,0.61119,0.38514,1.28702,1.46803,1.48384,1.6038,0,0.000604,0.000604,0.000604
82,7851.06,1.2231,1.91366,1.43545,1.57496,0,0.75231,0.59106,0.63205,0.42095,0.73945,0.58654,0.61434,0.39374,1.30537,1.49986,1.48061,1.60776,0,0.00059905,0.00059905,0.00059905
83,7947.64,1.23301,1.95595,1.444,1.58281,0,0.7044,0.62563,0.63803,0.43121,0.67861,0.61902,0.6265,0.39556,1.29543,1.49649,1.46239,1.58417,0,0.0005941,0.0005941,0.0005941
84,8043.69,1.22784,1.97223,1.47247,1.58372,0,0.66123,0.64183,0.63717,0.42694,0.65094,0.62572,0.61957,0.39743,1.31776,1.45227,1.47948,1.59199,0,0.00058915,0.00058915,0.00058915
85,8139.68,1.22406,1.9357,1.44966,1.57032,0,0.76294,0.58565,0.64247,0.43509,0.75293,0.57981,0.6257,0.39577,1.26091,1.45615,1.43992,1.56978,0,0.0005842,0.0005842,0.0005842
86,8235.78,1.22724,1.94222,1.44734,1.57405,0,0.66463,0.62885,0.6422,0.4235,0.64629,0.61631,0.62649,0.39453,1.26848,1.44382,1.40131,1.56421,0,0.00057925,0.00057925,0.00057925
87,8331.37,1.22401,1.92927,1.44559,1.56913,0,0.70829,0.61742,0.65274,0.4422,0.69586,0.62129,0.64226,0.41223,1.24269,1.47173,1.38509,1.54512,0,0.0005743,0.0005743,0.0005743
88,8427.16,1.22313,1.96828,1.44388,1.56967,0,0.69901,0.62398,0.63668,0.42985,0.66862,0.60689,0.61978,0.40017,1.28005,1.48238,1.40858,1.55284,0,0.00056935,0.00056935,0.00056935
89,8523.74,1.22706,1.92719,1.44929,1.58231,0,0.70724,0.61756,0.65264,0.44693,0.70401,0.61055,0.6365,0.41537,1.26335,1.45396,1.37507,1.551,0,0.0005644,0.0005644,0.0005644
90,8619.81,1.2033,1.91173,1.40515,1.54294,0,0.69334,0.6324,0.65398,0.44966,0.62672,0.64869,0.64227,0.40639,1.26642,1.48736,1.40062,1.55963,0,0.00055945,0.00055945,0.00055945
91,8715.89,1.21747,1.91667,1.43072,1.56838,0,0.66803,0.62879,0.64234,0.45992,0.65893,0.62273,0.63647,0.40934,1.22441,1.49276,1.40143,1.53099,0,0.0005545,0.0005545,0.0005545
92,8811.76,1.21928,1.95207,1.43836,1.56661,0,0.71095,0.61727,0.6462,0.4584,0.69378,0.60584,0.6359,0.40713,1.21523,1.47098,1.39382,1.51649,0,0.00054955,0.00054955,0.00054955
93,8907.59,1.21094,1.93821,1.39655,1.56469,0,0.79305,0.59578,0.66015,0.45249,0.72258,0.59947,0.64095,0.40978,1.2677,1.4701,1.34442,1.55348,0,0.0005446,0.0005446,0.0005446
94,9003.84,1.18965,1.91547,1.40627,1.55077,0,0.68346,0.63173,0.63928,0.44267,0.66045,0.62431,0.62069,0.40463,1.24103,1.45021,1.40037,1.57178,0,0.00053965,0.00053965,0.00053965
95,9100.18,1.17757,1.89332,1.38261,1.54315,0,0.75127,0.6342,0.65447,0.46227,0.72837,0.61913,0.63715,0.41856,1.19161,1.46795,1.3873,1.52404,0,0.0005347,0.0005347,0.0005347
96,9195.53,1.18552,1.90326,1.39169,1.54933,0,0.75921,0.62712,0.65532,0.46576,0.72994,0.62058,0.64233,0.42177,1.20082,1.47167,1.37718,1.52453,0,0.00052975,0.00052975,0.00052975
97,9290.73,1.18271,1.84745,1.36715,1.53955,0,0.73442,0.65289,0.66825,0.4597,0.71934,0.64876,0.65788,0.41901,1.20414,1.44078,1.34853,1.53558,0,0.0005248,0.0005248,0.0005248
98,9386.79,1.19481,1.91806,1.38928,1.55094,0,0.73664,0.62443,0.65892,0.45976,0.72767,0.60912,0.63732,0.41625,1.20111,1.45325,1.37071,1.52088,0,0.00051985,0.00051985,0.00051985
99,9482.51,1.17436,1.87356,1.35874,1.53624,0,0.71382,0.65158,0.67354,0.46104,0.70458,0.63792,0.64469,0.41856,1.17932,1.47148,1.33181,1.5,0,0.0005149,0.0005149,0.0005149
100,9578.36,1.19953,1.90998,1.38438,1.54459,0,0.71922,0.63746,0.65065,0.44641,0.71679,0.64193,0.64105,0.41245,1.21026,1.46845,1.36547,1.51251,0,0.00050995,0.00050995,0.00050995
101,9674.17,1.18671,1.91434,1.3883,1.5495,0,0.73622,0.63459,0.67069,0.47832,0.75104,0.61735,0.65541,0.43436,1.17051,1.4495,1.37205,1.49851,0,0.000505,0.000505,0.000505
102,9769.01,1.1483,1.84751,1.34219,1.51426,0,0.7604,0.61065,0.66235,0.46052,0.76284,0.58836,0.64195,0.42524,1.17717,1.46924,1.36677,1.48487,0,0.00050005,0.00050005,0.00050005
103,9864.23,1.1608,1.86303,1.35255,1.51752,0,0.793,0.60987,0.66517,0.46304,0.70481,0.64344,0.65607,0.42126,1.2113,1.43775,1.33885,1.49178,0,0.0004951,0.0004951,0.0004951
104,9959.76,1.14913,1.83272,1.33275,1.51355,0,0.73993,0.64004,0.65685,0.46777,0.70889,0.62821,0.64223,0.4232,1.16754,1.42673,1.3475,1.49239,0,0.00049015,0.00049015,0.00049015
105,10055.5,1.17404,1.87413,1.33648,1.53657,0,0.7099,0.63847,0.6655,0.46257,0.77468,0.59909,0.65591,0.43155,1.21276,1.42718,1.35529,1.51759,0,0.0004852,0.0004852,0.0004852
106,10150.9,1.14855,1.851,1.32301,1.51422,0,0.75608,0.63264,0.6717,0.47333,0.72887,0.62722,0.66256,0.43509,1.16903,1.41444,1.3118,1.4985,0,0.00048025,0.00048025,0.00048025
107,10246.9,1.15258,1.86422,1.3347,1.50992,0,0.74156,0.65216,0.67509,0.47742,0.71238,0.63734,0.66065,0.43142,1.1695,1.46063,1.30291,1.4886,0,0.0004753,0.0004753,0.0004753
108,10342.7,1.15541,1.83955,1.34272,1.51366,0,0.67487,0.66767,0.66236,0.46888,0.67475,0.66212,0.6531,0.42624,1.1748,1.44801,1.31144,1.47679,0,0.00047035,0.00047035,0.00047035
109,10438.7,1.1479,1.86325,1.33074,1.50733,0,0.73927,0.63365,0.66734,0.45802,0.73313,0.62757,0.66146,0.42296,1.19537,1.42713,1.32239,1.50616,0,0.0004654,0.0004654,0.0004654
110,10534.3,1.1368,1.82954,1.30298,1.5013,0,0.76642,0.62693,0.66423,0.47243,0.74865,0.62205,0.65973,0.43538,1.17077,1.45328,1.33324,1.4802,0,0.00046045,0.00046045,0.00046045
111,10630.4,1.14867,1.83885,1.32562,1.51473,0,0.71358,0.64468,0.66072,0.47083,0.70209,0.63668,0.65096,0.43197,1.18262,1.44505,1.31142,1.47426,0,0.0004555,0.0004555,0.0004555
112,10726.1,1.17279,1.88482,1.34244,1.51685,0,0.66988,0.65233,0.67422,0.48267,0.66964,0.64715,0.66545,0.43883,1.14297,1.41422,1.31659,1.47737,0,0.00045055,0.00045055,0.00045055
113,10821.8,1.12671,1.83961,1.30324,1.49058,0,0.71665,0.66766,0.67738,0.47553,0.72571,0.66825,0.6722,0.43363,1.18756,1.41652,1.30207,1.48322,0,0.0004456,0.0004456,0.0004456
114,10918.3,1.14206,1.85201,1.29289,1.50193,0,0.73555,0.65832,0.68059,0.47544,0.73284,0.6523,0.66729,0.4334,1.18641,1.42789,1.29587,1.50606,0,0.00044065,0.00044065,0.00044065
115,11013.5,1.15087,1.84479,1.3151,1.50642,0,0.7397,0.65101,0.67147,0.46669,0.7069,0.65481,0.66064,0.42533,1.17295,1.38885,1.28341,1.47925,0,0.0004357,0.0004357,0.0004357
116,11109.1,1.13158,1.8313,1.29755,1.49026,0,0.69924,0.6631,0.65844,0.47346,0.69643,0.65952,0.65284,0.42957,1.14026,1.40159,1.28243,1.4614,0,0.00043075,0.00043075,0.00043075
117,11205.3,1.13174,1.81217,1.29457,1.49814,0,0.71747,0.65472,0.68165,0.49271,0.71545,0.65284,0.67114,0.44774,1.16149,1.41353,1.26332,1.45927,0,0.0004258,0.0004258,0.0004258
118,11302,1.13687,1.82439,1.28775,1.50243,0,0.77842,0.64968,0.66976,0.48326,0.76205,0.64724,0.66618,0.44141,1.12779,1.38818,1.2813,1.45769,0,0.00042085,0.00042085,0.00042085
119,11398.8,1.11454,1.8059,1.27264,1.49474,0,0.75557,0.63262,0.66659,0.48768,0.74325,0.6239,0.65926,0.44091,1.12881,1.40217,1.31064,1.44979,0,0.0004159,0.0004159,0.0004159
120,11494.8,1.13656,1.81609,1.27289,1.49359,0,0.76166,0.62272,0.66222,0.46892,0.75113,0.61362,0.65168,0.42807,1.18572,1.41438,1.3124,1.47262,0,0.00041095,0.00041095,0.00041095
121,11591.5,1.12148,1.80366,1.27841,1.47593,0,0.73826,0.64607,0.67382,0.48747,0.72415,0.65155,0.66504,0.43954,1.1508,1.38549,1.27592,1.44922,0,0.000406,0.000406,0.000406
122,11688.2,1.11728,1.79352,1.28564,1.48091,0,0.76487,0.63193,0.6645,0.48848,0.7438,0.62274,0.65398,0.43793,1.15163,1.41024,1.29946,1.44869,0,0.00040105,0.00040105,0.00040105
123,11784.9,1.12557,1.80175,1.28674,1.49599,0,0.72357,0.6579,0.66385,0.4835,0.71513,0.65472,0.65555,0.43384,1.16389,1.41919,1.3001,1.45205,0,0.0003961,0.0003961,0.0003961
124,11880.9,1.11931,1.80015,1.26083,1.47922,0,0.71446,0.64306,0.6627,0.48113,0.70248,0.63735,0.65708,0.44237,1.13677,1.45182,1.28756,1.43779,0,0.00039115,0.00039115,0.00039115
125,11976.4,1.11835,1.79242,1.25296,1.48342,0,0.7236,0.63628,0.6575,0.47918,0.72312,0.63289,0.65663,0.43348,1.1439,1.40202,1.30008,1.44805,0,0.0003862,0.0003862,0.0003862
